kod-av,rozmiar,producent,ean,seria,styl,typ lampy,materiał,kolor ,źródło światła,model żarówki,moc źródła światła ,oprawa żarówki,barwa światła,ilość źródeł światła,napięcie robocze / sieciowe,średnica abażuru,szerokość całkowita,wysokość całkowita,możliwość ściemniania,ściemniacz,stopień ochrony,klasa ochrony,klasa efektywności energetycznej,strumień świetlny,żarówka w komplecie,cct,regulowana wysokość zawieszenia,wysokość abażuru,wysokość opakowania,szerokość opakowania ,szerokość,wysokość,waga brutto,średnica całkowita,ceny promocyjne,odległość od ściany,wysokość (cm),wysokość zawieszenia,dlugosc opakowania ,kształt podsufitki,szerokość abażuru,długość opakowania,średnica ,alt - ikona produktu,alt - zdjęcia w galerii produktu,podsufitka,grubość abażuru,model,szerokość (cm),kierunek padania światła,kierunek wycięcia,rozmiar rozety,waga gabarytowa eu,średnica podsufitki,wysokość podsufitki,średnica podstawy,długość przewodu ,sposób podłączenia,wysokość minimalna,waga gabarytowa pl,kolor żarówki,żywotność ,waga,kąt wiązki światła,czas rozświetlenia produktu,warunki pracy żarówki,promieniowanie uv,drganie światła,średnica rozety ,kompatybilna z typem ściemniacza,kod_producenta,głębokość (cm),wysokość siedziska (cm),wysokość podłokietników (cm),wymiary,materiał klosza,materiał dodatkowy,szerokość [cm],wysokość [cm],głębokość [cm],typ źródła światła,moc maksymalna,strumień świetlny [lumen],barwa światła [kelvin],średnica klosza [cm],kolor klosza,długość przewodu [cm],materiał przewodu,regulacja wysokości,wysokość minimalna [cm],stopień ochrony ip,materiał podsufitki,szerokość podsufitki [cm],długość podsufitki [cm],produkt złożony,średnica podsufitki [cm],wysokość podsufitki [cm],kolor podsufitki,średnica [cm],kolor uzupełniający,wysokość klosza [cm],szerokość klosza [cm],dostępność kolorystyczna,cechy,zmiana temperatury barwowej,wysokość podstawy,długość produktu (cm),szerokość produktu (cm),wysokość produktu (cm),długość paczki (cm),szerokość paczki (cm),wysokość paczki (cm),odległość od ściany [cm],szerokość podstawy [cm],przeznaczenie/ zastosowanie,wymiary abażuru,materiał siedziska,wysokość siedzenia,głębokość całkowita,materiał nóg,podłokietniki,sztaplowane,przeznaczenie,maksymalne obciążenie,do samodzielnego montażu
LA052/CL4_white_amber,uniwersalny,ALTAVOLA DESIGN,5902249039986,,Modern,żyrandol,Szkło,bursztynowy,żarówka,BF-19,40W,E-27,,4,230V / 230V,,118 cm,,tak,nie zawiera,IP 20,II,,,nie,,tak,,,,,,,,,,,130 cm,,Podłużna,,,,czarny żyrandol,chandelier inspiration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA052/CL4_white,uniwersalny,ALTAVOLA DESIGN,5902249039993,,Modern,żyrandol,Szkło,perłowy,żarówka,BF-19,40W,E-27,,4,230V / 230V,,118 cm,,tak,nie zawiera,IP 20,II,,,nie,,tak,,,,,,,,,,,130 cm,,Podłużna,,,,czarny żyrandol,chandelier inspiration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA052_53/CL4_white,uniwersalny,ALTAVOLA DESIGN,5902249033168,,Modern,żyrandol,Szkło,perłowy,żarówka,BF-19,40W,E-27,,4,230V / 230V,,118 cm,,tak,nie zawiera,IP 20,II,,,nie,,tak,,,,,,,,,,,130 cm,,Podłużna,,,,czarny żyrandol,chandelier inspiration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA053/CL4_white_amber,uniwersalny,ALTAVOLA DESIGN,5902249035148,,Modern,żyrandol,Szkło,bursztynowy,żarówka,BF-19,40W,E-27,,4,230V / 230V,,124 cm,,tak,nie zawiera,IP 20,II,,,nie,,tak,,,,,,,,,,,130 cm,,Podłużna,,,,czarny żyrandol,chandelier inspiration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA053/CL4_white,uniwersalny,ALTAVOLA DESIGN,5902249035179,,Modern,żyrandol,Szkło,perłowy,żarówka,BF-19,40W,E-27,,4,230V / 230V,,124 cm,,tak,nie zawiera,IP 20,II,,,nie,,tak,,,,,,,,,,,130 cm,,Podłużna,,,,czarny żyrandol,chandelier inspiration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA089/PR_100_4k_white,uniwersalny,ALTAVOLA DESIGN,5904139912195,Linear,,lampa wisząca,aluminium,Biały,LED - zintegrowany,,36W,,barwa dzienna,1,230V / 230V,,,120 cm,nie,,IP 44,II,A,2490 lm,,4000K,tak,"4,5 cm",,,,,,,,,,,,,100 cm,,,ledowa lampa,led inspiration ,,"4,5 cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA073/P_40_in_3k_black_dimm,uniwersalny,ALTAVOLA DESIGN,5902249038453,Led shape,,lampa wisząca,aluminium,Czarny,LED - zintegrowany,SMD2835,15W,,delikatnie ciepła,1,230V / 230V,40 cm,,120 cm,tak,,IP 44,II,B,900 lm,,3000K,tak,"1,8 cm",8 cm,,,,,,,,,,,,,,,,,,,,,do wewnątrz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA039/CO3_silver,uniwersalny,ALTAVOLA DESIGN,5904139910016,Eleganza,,żyrandol,Szkło,transparentny,żarówka,,40W,E-27,,3,230V / 230V,26 cm,,150 cm,tak,nie zawiera,IP 20,II,D,,nie,,tak,,,,,,,,40%,,,,,,,,,szklany żyrandol,piękne żyrandole,,,,,,,,,30 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA039/CO3_gold,uniwersalny,ALTAVOLA DESIGN,5904139910009,Eleganza,,żyrandol,Szkło,transparentny,żarówka,,40W,E-27,,3,230V / 230V,26 cm,,150 cm,tak,nie zawiera,IP 20,II,D,,nie,,tak,,,,,,,,40%,,,,,,,,,szklany żyrandol,piękne żyrandole,,,,,,,,,30 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA073/P_40_in_4k_black_dimm,uniwersalny,ALTAVOLA DESIGN,5904139910146,Led shape,,lampa wisząca,aluminium,Czarny,LED - zintegrowany,SMD2835,15W,,barwa dzienna,1,230V / 230V,40 cm,,120 cm,tak,,IP 44,II,B,1000 lm,,4000K,tak,"1,8 cm",8 cm,,,,,,,,,,,,,,,,,,,,,do wewnątrz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA087/PX_80_3k_black ,uniwersalny,ALTAVOLA DESIGN,5904139910023,Linea,,lampa wisząca,aluminium,Czarny,LED - zintegrowany,,47W,,delikatnie ciepła,2,230V / 230V,80 cm,143 cm,200 cm,nie,,IP 44,II,A,2800 lm,,3000K,tak,,,,,,,,,,,,,,,,,ledowe okręgi,czarny ring,,"1,8 cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA034/P,uniwersalny,ALTAVOLA DESIGN,5902249030006,NEW YORK LOFT,Industrial,lampa wisząca,Szkło,mosiądz,żarówka,BF-19,40W,E-27,delikatnie ciepła,1,230V / 230V,18 cm,,150 cm,tak,nie zawiera,IP 20,II,D,,nie,,tak,23 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA034/W,uniwersalny,ALTAVOLA DESIGN,5902249030013,NEW YORK LOFT,Industrial,kinkiet,Szkło,mosiądz,żarówka,BF-19,40W,E-27,delikatnie ciepła,1,230V / 230V,19 cm,,,tak,nie zawiera,IP 20,II,D,,nie,,,23 cm,,,,,,,30%,15 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA034/P_chrom,uniwersalny,ALTAVOLA DESIGN,5902249032406,NEW YORK LOFT,Industrial,lampa wisząca,Szkło,chrom,żarówka,BF-19,40W,E-27,delikatnie ciepła,1,230V / 230V,18 cm,,150 cm,tak,nie zawiera,IP 20,II,D,,nie,,tak,23 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA034/W_chrom,uniwersalny,ALTAVOLA DESIGN,5902249032390,NEW YORK LOFT,Industrial,kinkiet,Szkło,chrom,żarówka,BF-19,40W,E-27,delikatnie ciepła,1,230V / 230V,19 cm,,,tak,nie zawiera,IP 20,II,D,,nie,,,23 cm,,,,,,,30%,15 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA034/P_smoky,uniwersalny,ALTAVOLA DESIGN,5902249030020,NEW YORK LOFT,Industrial,lampa wisząca,Szkło,mosiądz,żarówka,BF-19,40W,E-27,delikatnie ciepła,1,230V / 230V,18 cm,,150 cm,tak,nie zawiera,IP 20,II,D,,nie,,tak,23 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA034/W_smoky,uniwersalny,ALTAVOLA DESIGN,5902249030037,NEW YORK LOFT,Industrial,kinkiet,Szkło,mosiądz,żarówka,BF-19,40W,E-27,delikatnie ciepła,1,230V / 230V,19 cm,,,tak,nie zawiera,IP 20,II,D,,nie,,,23 cm,22 cm,,,,,,,15 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA034/P_smoky_chrom,uniwersalny,ALTAVOLA DESIGN,5902249032277,NEW YORK LOFT,Industrial,lampa wisząca,metal,chrom,żarówka,BF-19,40W,E-27,delikatnie ciepła,1,230V / 230V,18 cm,,150 cm,tak,nie zawiera,IP 20,II,D,,nie,,tak,23 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA034/W_smoky_chrom,uniwersalny,ALTAVOLA DESIGN,5902249032413,NEW YORK LOFT,Industrial,kinkiet,Szkło,chrom,żarówka,BF-19,40W,E-27,delikatnie ciepła,1,230V / 230V,19 cm,,,tak,nie zawiera,IP 20,II,D,,nie,,,28 cm,,,,,,,30%,25 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA035/P,uniwersalny,ALTAVOLA DESIGN,5902249030044,NEW YORK LOFT,Industrial,lampa wisząca,Szkło,Czarny,żarówka,BF-19,40W,E-27,delikatnie ciepła,1,230V / 230V,20 cm,,150 cm,tak,nie zawiera,IP 20,II,D,,nie,,tak,27 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA035/W,uniwersalny,ALTAVOLA DESIGN,5902249030051,NEW YORK LOFT,Industrial,kinkiet,Szkło,Czarny,żarówka,BF-19,40W,E-27,delikatnie ciepła,1,230V / 230V,20 cm,,,tak,nie zawiera,IP 20,II,D,,nie,,,35 cm,24 cm,,,,,,,25 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA035/P_chrom,uniwersalny,ALTAVOLA DESIGN,5902249030082,NEW YORK LOFT,Industrial,lampa wisząca,Szkło,Czarny,żarówka,BF-19,40W,E-27,delikatnie ciepła,1,230V / 230V,20 cm,,150 cm,tak,nie zawiera,IP 20,II,D,,nie,,tak,27 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA035/P_smoky,uniwersalny,ALTAVOLA DESIGN,5902249030068,NEW YORK LOFT,Industrial,lampa wisząca,Szkło,Czarny,żarówka,BF-19,40W,E-27,,1,230V / 230V,20 cm,,150 cm,tak,nie zawiera,IP 20,II,D,,nie,,tak,27 cm,27 cm ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA035/W_smoky,uniwersalny,ALTAVOLA DESIGN,5902249030075,NEW YORK LOFT,Industrial,kinkiet,Szkło,mosiądz,żarówka,BF-19,40W,E-27,delikatnie ciepła,1,230V / 230V,20 cm,,,tak,nie zawiera,IP 20,II,D,,nie,,,35 cm,24 cm,,,,,,,25 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA035/P_ smoky _chrom ,uniwersalny,ALTAVOLA DESIGN,5902249032420,NEW YORK LOFT,Industrial,lampa wisząca,Szkło,chrom,żarówka,BF-19,40W,E-27,delikatnie ciepła,1,230V / 230V,20 cm,,150 cm,tak,nie zawiera,IP 20,II,D,,nie,,tak,27 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA035/W_chrom,uniwersalny,ALTAVOLA DESIGN,5902249030099,NEW YORK LOFT,Industrial,kinkiet,Szkło,chrom,żarówka,BF-19,40W,E-27,delikatnie ciepła,1,230V / 230V,20 cm,,,tak,nie zawiera,IP 20,II,D,,nie,,,35 cm,,,,,,,30%,25 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA035/W_smoky_chrom,uniwersalny,ALTAVOLA DESIGN,5902249031287,NEW YORK LOFT,Industrial,kinkiet,metal,chrom,żarówka,BF-19,40W,E-27,delikatnie ciepła,1,230V / 230V,20 cm,,,tak,nie zawiera,IP 20,II,D,,nie,,,35 cm,,,,,,,30%,25 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA040/P_smoky,uniwersalny,ALTAVOLA DESIGN,5902249030129,NEW YORK LOFT,Industrial,lampa wisząca,Szkło,mosiądz,żarówka,BF-19,40W,E-27,barwa ciepła,1,230V / 230V,28 cm,,,tak,nie zawiera,IP 20,II,D,,nie,,tak,25 cm,,,,,,,,,,30-150 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA040/W_smoky,uniwersalny,ALTAVOLA DESIGN,5902249030136,NEW YORK LOFT,Industrial,kinkiet,Szkło,mosiądz,żarówka,BF-19,40W,E-27,delikatnie ciepła,1,230V / 230V,28 cm,,,tak,nie zawiera,IP 20,II,D,,nie,,,30 cm,,,,,,,,31 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA040/P_clear,uniwersalny,ALTAVOLA DESIGN,5902249031164,NEW YORK LOFT,Industrial,lampa wisząca,Szkło,mosiądz,żarówka,BF-19,40W,E-27,delikatnie ciepła,1,230V / 230V,28 cm,,150 cm,tak,nie zawiera,IP 20,II,D,,nie,,tak,25 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA040/W_clear,uniwersalny,ALTAVOLA DESIGN,5902249031157,NEW YORK LOFT,Industrial,kinkiet,Szkło,mosiądz,żarówka,BF-19,40W,E-27,delikatnie ciepła,1,230V / 230V,28 cm,,,tak,nie zawiera,IP 20,II,D,,nie,,,30 cm,21 cm,,,,,,,31 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA035/P_MAX,uniwersalny,ALTAVOLA DESIGN,5904139910030,NEW YORK LOFT,Industrial,lampa wisząca,Szkło,Czarny,żarówka klasyczna,,40W,E-27,delikatnie ciepła,1,230V / 230V,"29,5 cm",,150 cm,tak,nie zawiera,IP 20,II,D,,nie,,tak,29 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Salon,,,,,,,,,,
LA033/P,uniwersalny,ALTAVOLA DESIGN,5904139910047,NEW YORK LOFT,Industrial,lampa wisząca,Szkło,mosiądz,żarówka,,40W,E-27,,1,230V / 230V,,,150 cm,tak,nie zawiera,IP 20,II,D,,nie,,tak,24 cm,,,,,,,40%,,,,,,"24,5 cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA073/P_60_in_3k_white_dimm,uniwersalny,ALTAVOLA DESIGN,5904139910207,Led shape,,lampa wisząca,aluminium,Biały,LED - zintegrowany,SMD2835,23W,,delikatnie ciepła,1,230V Dimmable,60 cm,,120 cm,tak,,IP 44,II,B,1380 lm,,3000K,tak,"1,8 cm",,,,,,,,,,,,,,,,,,,,,,do wewnątrz,,,,,,,,,,,,,,,,,,,,Triak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA073/P_80_in_3k_white_dimm,uniwersalny,ALTAVOLA DESIGN,5904139910214,Led shape,,lampa wisząca,aluminium,Biały,LED - zintegrowany,SMD2835,30W,,delikatnie ciepła,1,230V / 230V,80 cm,,120 cm,tak,,IP 44,II,B,1800 lm,,3000K,tak,"1,8 cm",8 cm,,,,,,,,,,,,,,,,,,,,,do wewnątrz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA073/P_100_in_3k_white_dimm,uniwersalny,ALTAVOLA DESIGN,5904139910221,Led shape,,lampa wisząca,aluminium,Biały,LED - zintegrowany,SMD2835,38W,,delikatnie ciepła,1,230V Dimmable,100 cm,,200 cm,tak,,IP 44,II,B,2280 lm,,3000K,tak,"1,8 cm",,,,,,,,,,,,,,,,,,,,,,do wewnątrz,,,,,,,,,,,,,,,,,,,,Triak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA073/X_80_in_3k_gold,uniwersalny,ALTAVOLA DESIGN,5904139912089,Led shape,,lampa wisząca,aluminium,złoty,LED - zintegrowany,SMD2835,30W,,delikatnie ciepła,1,230V / 230V,80 cm,,200 cm,nie,,IP 44,II,A,1800 lm,,3000K,tak,"1,8 cm",,,,,,,,,,,,,,,,,,,"1,8 cm",,,do wewnątrz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA073/X_60_in_3k_gold,uniwersalny,ALTAVOLA DESIGN,5904139910696,Led shape,,lampa wisząca,aluminium,złoty,LED - zintegrowany,SMD2835,23W,,delikatnie ciepła,1,230V / 230V,60 cm,,180 cm,nie,,IP 44,II,A,1380 lm,,3000K,tak,"1,8 cm",,,,,,,,,,,,,,,,,,,"1,8 cm",,,do wewnątrz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA073/X_40_in_3k_gold,uniwersalny,ALTAVOLA DESIGN,5904139912096,Led shape,,lampa wisząca,aluminium,złoty,LED - zintegrowany,SMD2835,15W,,delikatnie ciepła,1,230V / 230V,40 cm,,160 cm,nie,,IP 44,II,A,900 lm,,3000K,tak,"1,8 cm",,,,,,,,,,,,,,,,,,,"1,8 cm",,,do wewnątrz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA076/P_90_in_3k_white,uniwersalny,ALTAVOLA DESIGN,5904139910245,Led shape,,lampa wisząca,aluminium,Biały,LED - zintegrowany,SMD2835,130W,,delikatnie ciepła,6,230V / 230V,,90 cm,200 cm,nie,,IP 44,II,A,7800 lm,,3000K,tak,,,,,,,,,,,,,,,,,piękna lampa,6 okręgów ,,,,,do wewnątrz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA087/PX143_40_4k_black,uniwersalny,ALTAVOLA DESIGN,5904139910252,Linea,,lampa wisząca,aluminium,Czarny,LED - zintegrowany,,32W,,barwa dzienna,2,230V / 230V,40 cm,143 cm,160 cm,nie,,IP 44,II,A,2210 lm,,4000K,tak,,,,,,,,,,,,,,,,,ledowe okręgi,czarny ring,,"1,8 cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA087/PX143_40_3k_white,uniwersalny,ALTAVOLA DESIGN,5904139910269,Linea,,lampa wisząca,aluminium,Biały,LED - zintegrowany,,32W,,delikatnie ciepła,2,230V / 230V,40 cm,143 cm,160 cm,nie,,IP 44,II,A,1920 lm,,3000K,tak,,,,,,,,,,,,,,,,,ledowe okręgi,czarny ring,,"1,8 cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA076/P_90_in_4k_white,uniwersalny,ALTAVOLA DESIGN,5904139910276,Led shape,,lampa wisząca,aluminium,Biały,LED - zintegrowany,SMD2835,130W,,barwa dzienna,6,230V / 230V,,90 cm,200 cm,nie,,IP 44,II,A,7800 lm,,4000K,tak,,,,,,,,,,,,,,,,,piękna lampa,6 okręgów ,,,,,do wewnątrz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA005/CO5_smoky,uniwersalny,ALTAVOLA DESIGN,5904139910320,LONDON LOFT,Industrial,żyrandol,Szkło,dymny,żarówka,BF-27,40W,E-27,barwa ciepła,5,230V / 230V,,,,tak,nie zawiera,IP 20,II,,,,,tak,,,,,25 cm,,,,,,30-150 cm,,,,,56 cm,lighting ideas,piękne żyrandole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA073/P_60_in_3k_gold_dimm,uniwersalny,ALTAVOLA DESIGN,5904139910337,Led shape,,lampa wisząca,aluminium,złoty,LED - zintegrowany,,23W,,delikatnie ciepła,1,230V / 230V,60 cm,,120 cm,tak,,IP 44,II,B,1380 lm,,3000K,tak,"1,8 cm",,,,,,,,,,,,,,,,ledowa lampa,led,,,,,do wewnątrz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA073/P_60_in_4k_gold_dimm,uniwersalny,ALTAVOLA DESIGN,5904139910344,Led shape,,lampa wisząca,aluminium,złoty,LED - zintegrowany,,23W,,barwa dzienna,1,230V / 230V,60 cm,,120 cm,tak,,IP 44,II,B,1600 lm,,4000K,tak,"1,8 cm",,,,,,,,,,,,,,,,ledowa lampa,led,,,,,do wewnątrz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA073/P_60_in_3k_rose_gold_dimm,uniwersalny,ALTAVOLA DESIGN,5904139910351,Led shape,,lampa wisząca,aluminium,różowe złoto,LED - zintegrowany,,23W,,delikatnie ciepła,1,230V / 230V,60 cm,,120 cm,tak,,IP 44,II,B,1380 lm,,3000K,tak,"1,8 cm",,,,,,,,,,,,,,,,ledowa lampa,led,,,,,do wewnątrz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA073/P_100_in_3k_gold_dimm,uniwersalny,ALTAVOLA DESIGN,5904139910412,Led shape,,lampa wisząca,aluminium,złoty,LED - zintegrowany,,38W,,delikatnie ciepła,1,230V / 230V,100 cm,,120 cm,tak,,IP 44,II,B,2280 lm,,3000K,tak,"1,8 cm",,,,,,,,,,,,,,,,legowy okrąg,ledowa lampa ,,,,,do wewnątrz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA073/P_120_in_3k_gold_dimm,uniwersalny,ALTAVOLA DESIGN,5904139910474,Led shape,,lampa wisząca,aluminium,złoty,LED - zintegrowany,,45W,,delikatnie ciepła,1,230V / 230V,120 cm,,120 cm,tak,,IP 44,II,B,2700 lm,,3000K,tak,"1,8 cm",,,,,,,,,,,,,,,,legowy okrąg,ledowa lampa ,,,,,do wewnątrz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA073/P_120_in_3k_white_dimm,uniwersalny,ALTAVOLA DESIGN,5904139910498,Led shape,,lampa wisząca,aluminium,Biały,LED - zintegrowany,SMD2835,45W,,delikatnie ciepła,1,230V / 230V,120 cm,,120 cm,tak,,IP 44,II,B,2700 lm,,3000K,tak,"1,8 cm",8 cm,,,,,,,,,,,,,,,,,,,,,do wewnątrz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA073/P_120_in_4k_gold_dimm,uniwersalny,ALTAVOLA DESIGN,5904139910511,Led shape,,lampa wisząca,aluminium,złoty,LED - zintegrowany,,45W,,barwa dzienna,1,230V / 230V,120 cm,,120 cm,tak,,IP 44,II,B,3100 lm,,4000K,tak,"1,8 cm",,,,,,,,,,,,,,,,legowy okrąg,ledowa lampa ,,,,,do wewnątrz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
