Article number;EAN;Description;Stock;ETA-code;ETA confirmed;Article status
45265/01/31;5411212450661;Lucide SCOTT - Wall light - 1xE27 - White;407;;30.03.2022;
45274/02/02;5411212450937;Lucide TYCHO - Wall light - 2xG9 - Matt Gold / Brass;47;;29.03.2022;
45274/02/30;5411212450944;Lucide TYCHO - Wall light - 2xG9 - Black;96;;29.03.2022;
45278/01/30;5411212451019;Lucide MALCOLM - Wall light - 1xE27 - Black;76;;;
45280/01/30;5411212451071;Lucide PIA - Wall light - 1xE27 - Black;63;;;
45280/03/30;5411212451088;Lucide PIA - Wall light - 3xE27 - Black;0;;;Liquidation
45292/81/30;5411212451392;Lucide TAMPA - Wall light - Ø 12 cm - 1xE27 - Black;43;09.06.2022;;
45354/01/97;5411212450364;Lucide HONORE - Pendant light - Ø 17 cm - 1xE27 - Rust Brown;58;;;
45380/04/30;5411212451095;Lucide PIA - Pendant light - 4xE27 - Black;0;;;Liquidation
45385/35/02;5411212451156;Lucide MESH - Pendant light - Ø 35 cm - 1xE27 - Matt Gold / Brass;50;;;
45385/35/30;5411212451163;Lucide MESH - Pendant light - Ø 35 cm - 1xE27 - Black;212;;;
45386/07/62;5411212451569;Lucide MALOTO - Pendant light - 7xE27 - Amber;123;;;
45386/20/33;5411212451170;Lucide MALOTO - Pendant light - Ø 20 cm - 1xE27 - Green;50;01.06.2022;31.03.2022;
45386/20/62;5411212451187;Lucide MALOTO - Pendant light - Ø 20 cm - 1xE27 - Amber;30;;29.03.2022;
45386/30/33;5411212451194;Lucide MALOTO - Pendant light - Ø 30 cm - 1xE27 - Green;126;31.03.2022;30.03.2022;
45386/30/62;5411212451200;Lucide MALOTO - Pendant light - Ø 30 cm - 1xE27 - Amber;0;08.04.2022;31.03.2022;
45400/01/02;5411212452023;Lucide LUCAS - Pendant light - Ø 40 cm - 1xE27 - Matt Gold / Brass;0;;08.04.2022;New Phase 2
45400/03/02;5411212452030;Lucide LUCAS - Pendant light - 3xE27 - Matt Gold / Brass;0;;08.04.2022;New Phase 2
45401/40/65;5411212452092;Lucide OLIVIA - Pendant light - Ø 40 cm - 3xE27 - Smoke Grey;0;;08.04.2022;New Phase 1
45401/50/65;5411212452108;Lucide OLIVIA - Pendant light - Ø 50 cm - 3xE27 - Smoke Grey;0;;08.04.2022;New Phase 1
45449/76/30;5411212451965;Lucide ELODIE - Pendant light - Ø 76 cm - 3xE27 - Black;41;;;
45449/76/37;5411212451972;Lucide ELODIE - Pendant light - Ø 76 cm - 3xE27 - Turquoise;48;;;
45455/50/30;5411212450418;Lucide RAYA LED - Pendant light - LED Dim. - 1x40W 2700K - Black;124;01.06.2022;;
45455/50/31;5411212450425;Lucide RAYA LED - Pendant light - LED Dim. - 1x40W 2700K - White;57;;;
45459/03/30;5411212451378;Lucide BASKETT - Pendant light - 3xE27 - Black;69;01.06.2022;22.04.2022;
45459/04/30;5411212450531;Lucide BASKETT - Pendant light - 4xE27 - Black;70;01.06.2022;;
45466/05/30;5411212450692;Lucide SWAPP - Pendant light - 5xE27 - Black;47;;;
45471/01/30;5411212450791;Lucide TEUN - Pendant light - Ø 13 cm - 1xE27 - Black;59;;;
45471/04/30;5411212450807;Lucide TEUN - Pendant light - 4xE27 - Black;55;;;
45474/06/02;5411212450876;Lucide TYCHO - Pendant light - Ø 25,5 cm - 6xG9 - Matt Gold / Brass;33;01.06.2022;08.04.2022;
45474/06/30;5411212450951;Lucide TYCHO - Pendant light - Ø 25,5 cm - 6xG9 - Black;21;08.04.2022;29.03.2022;
45494/01/65;5411212451422;Lucide JOANET - Pendant light - Ø 22 cm - 1xE27 - Smoke Grey;31;01.06.2022;;
45494/03/65;5411212451989;Lucide JOANET - Pendant light - 3xE27 - Smoke Grey;33;20.07.2022;;New Phase 2
45494/06/65;5411212451446;Lucide JOANET - Pendant light - 6xE27 - Smoke Grey;61;01.06.2022;30.03.2022;
45494/15/65;5411212451439;Lucide JOANET - Pendant light - Ø 71 cm - 5xE27 - Smoke Grey;80;09.06.2022;;
45496/01/30;5411212451743;Lucide SIEMON - Pendant light - Ø 40 cm - 1xE27 - Black;30;08.04.2022;30.03.2022;
45496/01/33;5411212451750;Lucide SIEMON - Pendant light - Ø 40 cm - 1xE27 - Green;41;08.04.2022;30.03.2022;
45496/01/35;5411212451767;Lucide SIEMON - Pendant light - Ø 40 cm - 1xE27 - Blue;36;;;
45496/01/44;5411212451774;Lucide SIEMON - Pendant light - Ø 40 cm - 1xE27 - Ocher Yellow;0;;08.04.2022;
45497/03/02;5411212451996;Lucide FIRMIN - Pendant light - 3xE27 - Matt Gold / Brass;46;;;New Phase 2
45497/20/02;5411212451644;Lucide FIRMIN - Pendant light - Ø 20 cm - 1xE27 - Matt Gold / Brass;0;01.06.2022;29.03.2022;
45497/30/02;5411212451651;Lucide FIRMIN - Pendant light - Ø 30 cm - 1xE27 - Matt Gold / Brass;0;;08.04.2022;
45498/05/02;5411212451613;Lucide CORALIE - Pendant light - Ø 30 cm - 5xE27 - Matt Gold / Brass;0;;29.03.2022;New Phase 2
45498/05/60;5411212452009;Lucide CORALIE - Pendant light - Ø 30 cm - 5xE27 - Matt Gold / Brass;55;;;New Phase 2
45498/07/02;5411212451620;Lucide CORALIE - Pendant light - 7xE27 - Matt Gold / Brass;0;;31.03.2022;
45498/07/60;5411212452016;Lucide CORALIE - Pendant light - 7xE27 - Matt Gold / Brass;56;;;New Phase 2
45504/01/30;5411212450708;Lucide KNULLE - Table lamp - Ø 15 cm - 1xE14 - Black;873;;;
45504/01/31;5411212450715;Lucide KNULLE - Table lamp - Ø 15 cm - 1xE14 - White;113;;;
45504/01/36;5411212450722;Lucide KNULLE - Table lamp - Ø 15 cm - 1xE14 - Grey;6;;31.03.2022;
45561/01/36;5411212450579;Lucide LEN - Table lamp - Ø 10 cm - 1xG9 - Grey;132;;;
45561/01/70;5411212450586;Lucide LEN - Table lamp - Ø 10 cm - 1xG9 - Wood;81;;08.04.2022;
45561/01/72;5411212450593;Lucide LEN - Table lamp - Ø 10 cm - 1xG9 - Light wood;340;;;
45563/20/65;5411212450609;Lucide JORIT - Table lamp - Ø 20 cm - 1xE27 - Smoke Grey;53;09.06.2022;;
45563/25/65;5411212450616;Lucide JORIT - Table lamp - Ø 25 cm - 1xE27 - Smoke Grey;64;;;
45564/01/31;5411212450623;Lucide CHAGO - Table lamp - 1xE14 - White;162;;;
45564/01/36;5411212450630;Lucide CHAGO - Table lamp - 1xE14 - Grey;86;;;
45564/01/66;5411212450647;Lucide CHAGO - Table lamp - 1xE14 - Pink;68;;;
45565/01/30;5411212450678;Lucide LORIN - Table lamp - 1xE27 - Black;0;30.03.2022;29.03.2022;
45566/01/62;5411212450760;Lucide STEFFIE - Table lamp - Ø 15,5 cm - 1xE27 - Amber;83;;;
45566/01/65;5411212450777;Lucide STEFFIE - Table lamp - Ø 15,5 cm - 1xE27 - Smoke Grey;0;08.04.2022;31.03.2022;
45568/01/65;5411212450746;Lucide BARRY - Table lamp - Ø 16,5 cm - 1xE27 - Smoke Grey;224;;;
45569/01/65;5411212450753;Lucide BECKY - Table lamp - Ø 20 cm - 1xE27 - Smoke Grey;44;;22.04.2022;
45570/01/30;5411212450739;Lucide YONI - Table lamp - 1xG9 - Black;142;;;
45574/02/02;5411212450968;Lucide TYCHO - Table lamp - 2xG9 - Matt Gold / Brass;55;09.06.2022;;
45574/02/30;5411212450975;Lucide TYCHO - Table lamp - 2xG9 - Black;74;;;
45576/01/02;5411212450890;Lucide MARIT - Table lamp - Ø 10 cm - 1xE27 - Matt Gold / Brass;62;30.06.2022;31.03.2022;
45576/01/30;5411212450906;Lucide MARIT - Table lamp - Ø 10 cm - 1xE27 - Black;70;30.06.2022;;
45578/01/30;5411212451026;Lucide MALCOLM - Table lamp - Ø 23 cm - 1xE27 - Black;73;;;
45580/01/30;5411212451101;Lucide PIA - Table lamp - 1xE27 - Black;0;;;Liquidation
45581/01/30;5411212451118;Lucide LANCE - Desk lamp - 1xE27 - 3 StepDim - Black;51;;;
45582/01/30;5411212451125;Lucide LAUT - Desk lamp - 1xE27 - 3 StepDim - Black;50;;22.04.2022;
45583/01/02;5411212451217;Lucide SOFIA - Table lamp - Ø 24 cm - 1xE27 - 3 StepDim - Matt Gold / Brass;0;;;Liquidation
45583/01/30;5411212451224;Lucide SOFIA - Table lamp - Ø 24 cm - 1xE27 - Black;53;;;
45584/01/30;5411212451231;Lucide EDEK - Table lamp - 1xE27 - Black;48;;;
45586/20/33;5411212451248;Lucide MALOTO - Table lamp - Ø 20 cm - 1xE27 - Green;53;;29.03.2022;
45586/20/62;5411212451255;Lucide MALOTO - Table lamp - Ø 20 cm - 1xE27 - Amber;65;08.04.2022;29.03.2022;
45588/01/30;5411212451347;Lucide SUZY - Table lamp - Ø 12 cm - 1xE14 - Black;0;01.06.2022;31.03.2022;
45589/01/30;5411212451354;Lucide SUZY - Table lamp - 1xE14 - Black;53;;08.04.2022;
45592/81/30;5411212451408;Lucide TAMPA - Table lamp - 1xE27 - Black;0;08.04.2022;29.03.2022;
45595/01/31;5411212451477;Lucide SUENO - Table lamp - Ø 13 cm - 1xE14 - White;74;20.07.2022;;
45595/01/51;5411212451484;Lucide SUENO - Table lamp - Ø 13 cm - 1xE14 - Satin Grey;0;01.06.2022;22.04.2022;
45595/01/66;5411212451491;Lucide SUENO - Table lamp - Ø 13 cm - 1xE14 - Pink;61;;22.04.2022;
45596/01/30;5411212451521;Lucide SIEMON - Table lamp - Ø 25 cm - 1xE14 - Black;65;08.04.2022;30.03.2022;
45596/01/33;5411212451538;Lucide SIEMON - Table lamp - Ø 25 cm - 1xE14 - Green;36;08.04.2022;30.03.2022;
45596/01/35;5411212451545;Lucide SIEMON - Table lamp - Ø 25 cm - 1xE14 - Blue;0;09.06.2022;30.03.2022;
45596/01/44;5411212451552;Lucide SIEMON - Table lamp - Ø 25 cm - 1xE14 - Ocher Yellow;43;;30.03.2022;
45597/20/02;5411212451637;Lucide FIRMIN - Table lamp - Ø 20 cm - 1xE27 - Matt Gold / Brass;0;01.06.2022;08.04.2022;
45599/01/30;5411212451781;Lucide SYBIL - Table lamp - 1xGU10 - Black;0;;29.03.2022;
45652/01/97;5411212450395;Lucide HONORE - Desk lamp - 1xE14 - Rust Brown;78;;;
45700/01/02;5411212452047;Lucide LUCAS - Floor lamp - Ø 40 cm - 1xE27 - Matt Gold / Brass;0;;08.04.2022;New Phase 2
45757/01/30;5411212450517;Lucide JOSHUA - Floor lamp - Ø 42 cm - 1xE27 - Black;82;;;
45765/01/30;5411212450685;Lucide LORIN - Floor lamp - 1xE27 - Black;188;;;
45774/04/02;5411212450982;Lucide TYCHO - Floor lamp - 4xG9 - Matt Gold / Brass;62;01.06.2022;;
45774/04/30;5411212450999;Lucide TYCHO - Floor lamp - 4xG9 - Black;89;;;
45778/01/30;5411212451033;Lucide MALCOLM - Floor lamp - 1xE27 - Black;0;;31.03.2022;
45780/01/30;5411212451262;Lucide PIA - Floor lamp - 1xE27 - Black;0;;;Liquidation
45785/01/02;5411212451286;Lucide MESH - Floor lamp - Ø 35 cm - 1xE27 - Matt Gold / Brass;47;;;
45785/01/30;5411212451293;Lucide MESH - Floor lamp - Ø 35 cm - 1xE27 - Black;88;;29.03.2022;
45792/81/30;5411212451415;Lucide TAMPA - Floor lamp - 1xE27 - Black;0;;;
45794/01/65;5411212451606;Lucide JOANET - Floor lamp - 1xE27 - Smoke Grey;0;01.06.2022;;
45796/01/30;5411212451668;Lucide SIEMON - Floor lamp - Ø 35 cm - 1xE27 - Black;0;09.06.2022;08.04.2022;
45796/01/33;5411212451675;Lucide SIEMON - Floor lamp - Ø 35 cm - 1xE27 - Green;44;;;
45796/01/35;5411212451682;Lucide SIEMON - Floor lamp - Ø 35 cm - 1xE27 - Blue;35;;;
45796/01/44;5411212451699;Lucide SIEMON - Floor lamp - Ø 35 cm - 1xE27 - Ocher Yellow;29;01.06.2022;;
45799/01/30;5411212451798;Lucide SYBIL - Floor lamp - 1xGU10 - Black;0;09.06.2022;08.04.2022;
45800/10/02;5411212452115;Lucide KIRAN - Wall light Outdoor - LED - 1x10W 2700K - IP65 - Matt Gold / Brass;0;01.06.2022;;New Phase 1
45800/10/30;5411212452122;Lucide KIRAN - Wall light Outdoor - LED - 1x10W 2700K - IP65 - Black;0;01.06.2022;;New Phase 1
45900/01/02;5411212452054;Lucide LUCAS - Ceiling spotlight - 1xE14 - Matt Gold / Brass;0;;08.04.2022;New Phase 2
45900/02/02;5411212452061;Lucide LUCAS - Ceiling spotlight - 2xE14 - Matt Gold / Brass;0;;08.04.2022;New Phase 2
45900/13/02;5411212452078;Lucide LUCAS - Ceiling spotlight - 3xE14 - Matt Gold / Brass;0;;08.04.2022;New Phase 2
45987/01/30;5411212451309;Lucide MOYS - Clamp lamp - 1xE27 - Black;86;;;
45987/01/33;5411212451316;Lucide MOYS - Clamp lamp - 1xE27 - Green;58;;30.03.2022;
46100/20/30;5411212460615;Lucide TALOWE LED - Flush ceiling light - Ø 30 cm - LED Dim. - 1x22W 3000K - Black;226;;;
46100/20/31;5411212460622;Lucide TALOWE LED - Flush ceiling light - Ø 30 cm - LED Dim. - 1x22W 3000K - White;71;01.06.2022;;
46100/32/30;5411212460639;Lucide TALOWE LED - Flush ceiling light - Ø 45 cm - LED Dim. - 1x30W 3000K - Black;65;01.06.2022;;
46100/32/31;5411212460233;Lucide TALOWE LED - Flush ceiling light - Ø 45 cm - LED Dim. - 1x30W 3000K - White;115;;;
46100/42/30;5411212460646;Lucide TALOWE LED - Flush ceiling light - Ø 60 cm - LED Dim. - 1x42W 3000K - Black;120;;;
46100/42/31;5411212460653;Lucide TALOWE LED - Flush ceiling light - Ø 60 cm - LED Dim. - 1x42W 3000K - White;34;;08.04.2022;
46100/80/30;5411212460660;Lucide TALOWE LED - Flush ceiling light - Ø 80 cm - LED Dim. - 1x80W 3000K - Black;16;01.06.2022;08.04.2022;
46100/80/31;5411212460677;Lucide TALOWE LED - Flush ceiling light - Ø 80 cm - LED Dim. - 1x80W 3000K - White;35;;;
46103/20/02;5411212460820;Lucide VIDAL - Flush ceiling light - Ø 28 cm - LED Dim. - 1x21W 2700K - Matt Gold / Brass;0;01.06.2022;;
46103/38/02;5411212460837;Lucide VIDAL - Flush ceiling light - Ø 48 cm - LED Dim. - 1x38W 2700K - Matt Gold / Brass;0;01.06.2022;;
46199/25/30;5411212460745;Lucide MAXENCE - Flush ceiling light - Ø 46 cm - LED Dim. - 1x24W 3000K - 3 StepDim - Black;63;29.06.2022;;
46199/25/31;5411212460752;Lucide MAXENCE - Flush ceiling light - Ø 46 cm - LED Dim. - 1x24W 3000K - 3 StepDim - White;84;;;
46201/06/02;5411212460806;Lucide EKLYPS LED - Wall light - Ø 15 cm - LED - 1x7W 3000K - Matt Gold / Brass;0;01.06.2022;;
46201/06/30;5411212460684;Lucide EKLYPS LED - Wall light - Ø 15 cm - LED - 1x7W 3000K - Black;93;01.06.2022;08.04.2022;
46201/06/31;5411212460257;Lucide EKLYPS LED - Wall light - Ø 15 cm - LED - 1x7W 3000K - White;104;10.06.2022;;
46201/08/02;5411212460813;Lucide EKLYPS LED - Wall light - Ø 25 cm - LED - 1x9W 3000K - Matt Gold / Brass;0;01.06.2022;08.04.2022;
46201/08/30;5411212460691;Lucide EKLYPS LED - Wall light - Ø 25 cm - LED - 1x9W 3000K - Black;90;01.06.2022;08.04.2022;
46201/08/31;5411212460264;Lucide EKLYPS LED - Wall light - Ø 25 cm - LED - 1x9W 3000K - White;76;;08.04.2022;
46400/42/30;5411212460707;Lucide TALOWE LED - Pendant light - Ø 60 cm - LED Dim. - 1x42W 3000K - Black;20;;08.04.2022;
46400/42/31;5411212460240;Lucide TALOWE LED - Pendant light - Ø 60 cm - LED Dim. - 1x42W 3000K - White;0;01.06.2022;08.04.2022;
46402/99/30;5411212460714;Lucide TRINITI - Pendant light - Ø 80 cm - LED Dim. - 1x125W 3000K - Black;32;22.04.2022;08.04.2022;
46402/99/31;5411212460721;Lucide TRINITI - Pendant light - Ø 80 cm - LED Dim. - 1x125W 3000K - White;0;10.06.2022;08.04.2022;
46403/48/02;5411212460844;Lucide VIDAL - Pendant light - Ø 58 cm - LED Dim. - 1x50W 2700K - Matt Gold / Brass;0;01.06.2022;08.04.2022;
46406/29/76;5411212460301;Lucide ETTA - Pendant light - Ø 29 cm - 1xE27 - Light wood;74;;;
46406/39/76;5411212460318;Lucide ETTA - Pendant light - Ø 39 cm - 1xE27 - Light wood;77;;;
46412/06/10;5411212460738;Lucide ALARA - Pendant light - Ø 72 cm - LED - G4 - 6x2W 2700K - Gold;159;;;
46413/01/65;5411212460554;Lucide MEDINE - Pendant light - Ø 25 cm - 1xE27 - Smoke Grey;128;;;
46501/01/14;5411212460455;Lucide PAOLO - Table lamp - Ø 14,5 cm - 1xG9 - Silver;220;;;
46501/01/30;5411212460462;Lucide PAOLO - Table lamp - Ø 14,5 cm - 1xG9 - Black;139;;;
46501/01/31;5411212460479;Lucide PAOLO - Table lamp - Ø 14,5 cm - 1xG9 - White;191;;;
46511/05/02;5411212460578;Lucide PUKKI - Table lamp - LED - E27 - 1x5W 2200K - Matt Gold / Brass;91;;;
46511/05/30;5411212460585;Lucide PUKKI - Table lamp - LED - E27 - 1x5W 2200K - Black;160;;;
46904/01/31;5411212460394;Lucide TAHAR - Ceiling spotlight - Ø 9 cm - 1xG9 - White;116;;;
46904/02/31;5411212460400;Lucide TAHAR - Ceiling spotlight - Ø 9 cm - 2xG9 - White;97;;;
46904/04/31;5411212460417;Lucide TAHAR - Ceiling spotlight - Ø 9 cm - 4xG9 - White;93;;;
47209/01/30;5411212470249;Lucide EXTRAVAGANZA MOOSE - Wall light - 1xE27 - Black;0;01.06.2022;22.04.2022;
47209/01/31;5411212470256;Lucide EXTRAVAGANZA MOOSE - Wall light - 1xE27 - White;35;;;
47210/01/30;5411212470263;Lucide EXTRAVAGANZA CARIBOU - Wall light - 1xE27 - Black;0;;22.04.2022;
47210/01/31;5411212470270;Lucide EXTRAVAGANZA CARIBOU - Wall light - 1xE27 - White;0;;22.04.2022;
47500/81/11;5411212470072;Lucide GITTA - Table lamp - Ø 17 cm - 1xE14 - Chrome;227;22.04.2022;08.04.2022;
47500/81/17;5411212470089;Lucide GITTA - Table lamp - Ø 17 cm - 1xE14 - Copper;662;;22.04.2022;
47502/81/36;5411212470102;Lucide GREASBY - Table lamp - Ø 14 cm - 1xE14 - Grey;950;;;
47502/81/38;5411212470119;Lucide GREASBY - Table lamp - Ø 14 cm - 1xE14 - Cream;1114;22.04.2022;08.04.2022;
47503/81/31;5411212470126;Lucide COSBY - Table lamp - Ø 16,5 cm - 1xE14 - White;246;01.05.2022;08.04.2022;
47503/81/36;5411212470133;Lucide COSBY - Table lamp - Ø 16,5 cm - 1xE14 - Grey;433;01.06.2022;15.05.2022;
47504/81/97;5411212470140;Lucide RAMSES - Table lamp - Ø 40 cm - 1xE27 - Rust Brown;0;;;Liquidation
47506/81/36;5411212470164;Lucide RAMZI - Table lamp - Ø 18 cm - 1xE14 - Grey;221;01.05.2022;22.04.2022;
47506/81/38;5411212470171;Lucide RAMZI - Table lamp - Ø 18 cm - 1xE14 - Cream;62;01.05.2022;08.04.2022;
47506/81/43;5411212470188;Lucide RAMZI - Table lamp - Ø 18 cm - 1xE14 - Brown;367;;15.05.2022;
47507/81/36;5411212470195;Lucide RAMZI - Table lamp - Ø 35 cm - 1xE27 - Grey;284;01.06.2022;01.05.2022;
47507/81/38;5411212470201;Lucide RAMZI - Table lamp - Ø 35 cm - 1xE27 - Cream;2286;01.06.2022;01.05.2022;
47507/81/43;5411212470218;Lucide RAMZI - Table lamp - Ø 35 cm - 1xE27 - Brown;420;01.05.2022;08.04.2022;
47508/81/30;5411212470225;Lucide MARMO - Table lamp - Ø 16 cm - 1xE14 - Black;119;;;
47508/81/31;5411212470232;Lucide MARMO - Table lamp - Ø 16 cm - 1xE14 - White;30;10.07.2022;;
48200/08/31;5411212480002;Lucide BETHAN - Mirror light Bathroom - LED - 1x9W 3000K - IP21 - White;1;10.08.2022;;
48200/12/31;5411212480019;Lucide BETHAN - Mirror light Bathroom - LED - 1x13W 3000K - IP21 - White;18;10.08.2022;;
48202/12/11;5411212480040;Lucide GAVIN - Mirror light Bathroom - LED - 1x13W 3000K - IP21 - Chrome;65;10.08.2022;;
48203/12/11;5411212480057;Lucide ERWAN - Mirror light Bathroom - LED - 1x13W 3000K - IP21 - Chrome;86;;;
48450/32/72;5411212480088;Lucide SYTZE - Pendant light - LED Dim. - 1x34W 3000K - Light wood;39;;;
48750/30/72;5411212480118;Lucide SYTZE - Floor lamp - LED Dim. - 1x32W 3000K - Light wood;53;;;
49006/05/30;5411212490643;Lucide MR16 - Led bulb - Ø 5 cm - LED Dim. - GU10 - 1x5W 3000K - Black;2724;;;
49006/05/31;5411212490650;Lucide MR16 - Led bulb - Ø 5 cm - LED Dim. - GU10 - 1x5W 3000K - White;437;;;
49006/05/36;5411212490667;Lucide MR16 - Led bulb - Ø 5 cm - LED Dim. - GU10 - 1x5W 3000K - Grey;328;;;
49006/15/30;5411212490674;Lucide MR16 - Led bulb - Ø 5 cm - LED Dim. - GU10 - 3x5W 3000K - Black;770;;;
49006/15/31;5411212490681;Lucide MR16 - Led bulb - Ø 5 cm - LED Dim. - GU10 - 3x5W 3000K - White;732;;;
49006/15/36;5411212490698;Lucide MR16 - Led bulb - Ø 5 cm - LED Dim. - GU10 - 3x5W 3000K - Grey;321;;;
49007/05/60;5411212490827;Lucide MR16 - Led bulb - Ø 5 cm - LED Dim. - GU10 - 1x5W 2700K - Transparant;305;;;
49008/05/60;5411212490971;Lucide MR16 - Led bulb - Ø 5 cm - LED - GU10 - 1x5W 2700K - Transparant;198;;08.04.2022;
49009/05/30;5411212491237;Lucide MR16 - Led bulb - Ø 5 cm - LED Dim to warm - GU10 - 1x5W 2200K/3000K - Black;1208;20.07.2022;;
49009/05/31;5411212491244;Lucide MR16 - Led bulb - Ø 5 cm - LED Dim to warm - GU10 - 1x5W 2200K/3000K - White;509;;;
49009/05/36;5411212491251;Lucide MR16 - Led bulb - Ø 5 cm - LED Dim to warm - GU10 - 1x5W 2200K/3000K - Grey;300;;;
49010/05/30;5411212491480;Lucide MR16 - Led bulb - Ø 5 cm - LED Dim. - GU10 - 1x5W 2700K - 3 StepDim - Black;186;;;
49010/05/31;5411212491497;Lucide MR16 - Led bulb - Ø 5 cm - LED Dim. - GU10 - 1x5W 2700K - 3 StepDim - White;326;;;
49010/05/36;5411212491503;Lucide MR16 - Led bulb - Ø 5 cm - LED Dim. - GU10 - 1x5W 2700K - 3 StepDim - Grey;203;;;
49013/12/31;5411212490629;Lucide AR111 - Led bulb - Ø 11,1 cm - LED Dim. - G53 (AR111) - 1x12W 2700K - Satin Chrome;0;;;Liquidation
49015/05/60;5411212490834;Lucide ST64 - Filament bulb - Ø 6,4 cm - LED Dim. - E27 - 1x5W 2700K - Transparant;1942;;;
49016/05/60;5411212490858;Lucide G95 - Filament bulb - Ø 9,5 cm - LED Dim. - E27 - 1x5W 2700K - Transparant;1481;01.06.2022;;
49017/05/60;5411212490889;Lucide G125 - Filament bulb - Ø 12,5 cm - LED Dim. - E27 - 1x5W 2700K - Transparant;775;;;
49020/05/10;5411212491190;Lucide A60 SPIEGEL - Filament bulb - Ø 6 cm - LED Dim. - E27 - 1x5W 2700K - Gold;360;;;
49020/05/60;5411212490919;Lucide A60 - Filament bulb - Ø 6 cm - LED Dim. - E27 - 1x5W 2700K - Transparant;2457;01.06.2022;;
49020/05/67;5411212490926;Lucide A60 - Filament bulb - Ø 6 cm - LED Dim. - E27 - 1x5W 2700K - frosted;308;;;
49021/04/60;5411212490735;Lucide G45 - Filament bulb - Ø 4,5 cm - LED Dim. - E27 - 1x4W 2700K - Transparant;213;20.07.2022;;
49021/04/67;5411212490742;Lucide G45 - Filament bulb - Ø 4,5 cm - LED Dim. - E27 - 1x4W 2700K - frosted;220;;;
49022/04/60;5411212490759;Lucide P45 - Filament bulb - Ø 4,5 cm - LED Dim. - E14 - 1x4W 2700K - Transparant;278;01.06.2022;08.04.2022;
49022/04/67;5411212490766;Lucide P45 - Filament bulb - Ø 4,5 cm - LED Dim. - E14 - 1x4W 2700K - frosted;459;;08.04.2022;
49023/04/60;5411212490773;Lucide C35 - Filament bulb - Ø 3,5 cm - LED Dim. - E14 - 1x4W 2700K - Transparant;101;;08.04.2022;
49023/04/67;5411212490780;Lucide C35 - Filament bulb - Ø 3,5 cm - LED Dim. - E14 - 1x4W 2700K - frosted;232;;;
49023/14/60;5411212491169;Lucide C35 - Filament bulb - Ø 3,5 cm - LED Dim. - E14 - 4x4W 2700K - Transparant - Set of 4;240;;;
49026/03/31;5411212491329;Lucide G9 - Led bulb - Ø 0,5 cm - LED Dim. - G9 - 1x4W 2700K - White;868;10.06.2022;;
49027/02/31;5411212491091;Lucide G9 - Led bulb - Ø 1,3 cm - LED - G9 - 1x2W 2700K - White;0;;;
49029/01/31;5411212491107;Lucide G4 - Led bulb - Ø 0,9 cm - LED - G4 - 1x1,5W 2700K - White;0;05.07.2022;08.04.2022;
49030/05/65;5411212491510;Lucide G80 - Filament bulb - Ø 8 cm - LED Dim. - E27 - 1x5W 2200K - Smoke Grey;17;;;
49031/05/60;5411212491015;Lucide T32 - Filament bulb - Ø 3,2 cm - LED Dim. - E27 - 1x5W 2700K - Transparant;306;;;
49032/04/62;5411212491268;Lucide G95 TWILIGHT SENSOR - Filament bulb Outdoor - Ø 9,5 cm - LED - E27 - 1x4W 2200K - Amber;140;;08.04.2022;
49032/05/62;5411212491046;Lucide G95 - Filament bulb - Ø 9,5 cm - LED Dim. - E27 - 1x5W 2200K - Amber;13059;01.06.2022;08.04.2022;
49033/05/62;5411212491053;Lucide G125 - Filament bulb - Ø 12,5 cm - LED Dim. - E27 - 1x5W 2200K - Amber;5197;;08.04.2022;
49033/05/65;5411212491220;Lucide G125 - Filament bulb - Ø 12,5 cm - LED Dim. - E27 - 1x5W 2200K - Smoke Grey;0;;;
49034/04/62;5411212491275;Lucide ST64 TWILIGHT SENSOR - Filament bulb Outdoor - Ø 6,4 cm - LED - E27 - 1x4W 2200K - Amber;307;;;
49034/05/62;5411212491060;Lucide ST64 - Filament bulb - Ø 6,4 cm - LED Dim. - E27 - 1x4,9W 2200K - Amber;4577;01.06.2022;08.04.2022;
49035/04/62;5411212491282;Lucide T32 TWILIGHT SENSOR - Filament bulb Outdoor - Ø 3 cm - LED - E27 - 1x4W 2200K - Amber;397;;;
49035/05/62;5411212491077;Lucide T32 - Filament bulb - Ø 3 cm - LED Dim. - E27 - 1x4,9W 2200K - Amber;349;20.07.2022;08.04.2022;
49035/20/62;5411212491381;Lucide T32 - Filament bulb - Ø 3,2 cm - LED Dim. - E27 - 1x5W 2200K - Amber;611;01.06.2022;;
49035/25/62;5411212491398;Lucide T32 - Filament bulb - Ø 3,2 cm - LED Dim. - E27 - 1x5W 2200K - Amber;590;;;
49035/30/62;5411212491404;Lucide T32 - Filament bulb - Ø 3,2 cm - LED Dim. - E27 - 1x5W 2200K - Amber;524;05.07.2022;;
49036/03/62;5411212491084;Lucide CT35 - Filament bulb - Ø 3,5 cm - LED Dim. - E14 - 1x3W 2200K - Amber;320;;;
49041/12/30;5411212491299;Lucide ES111 - Led bulb - Ø 11 cm - LED Dim to warm - GU10 - 1x12W 2200K/3000K - Black;254;05.07.2022;;
49042/04/62;5411212491305;Lucide A60 TWILIGHT SENSOR - Filament bulb Outdoor - Ø 6 cm - LED - E27 - 1x4W 2200K - Amber;256;10.06.2022;;
