"EAN code";"article number";"availability";"next expected arrival"
"5998250360676";"6067";"available";""
"5998250360683";"6068";"available";""
"5998250360782";"6078";"available";""
"5998250360799";"6079";"available";"2022-08-25"
"5998250360805";"6080";"0";""
"5998250360812";"6081";"available";""
"5998250360836";"6083";"available";""
"5998250360850";"6085";"available";"2022-06-20"
"5998250360911";"6091";"available";"2022-03-07"
"5998250360928";"6092";"available";"2022-03-07"
"5998250360935";"6093";"available";"2022-05-20"
"5998250360942";"6094";"available";""
"5998250360959";"6095";"0";""
"5998250360966";"6096";"available";"2022-02-21"
"5998250360973";"6097";"available";"2022-02-21"
"5998250360980";"6098";"available";"2022-02-18"
"5998250360997";"6099";"available";"2022-03-07"
"5998250361000";"6100";"available";""
"5998250361017";"6101";"0";""
"5998250361185";"6118";"2";""
"5998250361253";"6125";"0";"2022-02-21"
"5998250361260";"6126";"available";"2022-08-25"
"5998250361277";"6127";"available";"2022-02-21"
"5998250361284";"6128";"available";"2022-03-07"
"5998250361291";"6129";"available";"2022-08-25"
"5998250361307";"6130";"available";"2022-02-21"
"5998250361390";"6139";"available";""
"5998250361406";"6140";"available";""
"5998250361451";"6145";"4";"2022-02-25"
"5998250361468";"6146";"available";""
"5998250361758";"6175";"available";""
"5998250361765";"6176";"available";"2022-04-20"
"5998250361772";"6177";"available";""
"5998250361789";"6178";"available";""
"5998250361901";"6190";"available";""
"5998250362090";"6209";"available";""
"5998250362106";"6210";"available";""
"5998250362281";"6228";"available";""
"5998250362304";"6230";"available";"2022-06-20"
"5998250362502";"6250";"available";"2022-03-03"
"5998250362588";"6258";"0";"2022-02-21"
"5998250362595";"6259";"0";"2022-02-21"
"5998250362601";"6260";"0";"2022-02-28"
"5998250362700";"6270";"available";"2022-04-07"
"5998250362946";"6294";"available";"2022-02-23"
"5998250362991";"6299";"0";"2022-02-23"
"5998250363004";"6300";"available";"2022-03-07"
"5998250363011";"6301";"available";"2022-02-18"
"5998250363028";"6302";"available";"2022-02-18"
"5998250363035";"6303";"available";"2022-02-18"
"5998250363042";"6304";"available";"2022-02-18"
"5998250363059";"6305";"available";"2022-02-18"
"5998250363066";"6306";"available";"2022-02-18"
"5998250363073";"6307";"available";"2022-02-18"
"5998250363080";"6308";"available";"2022-02-18"
"5998250363097";"6309";"available";"2022-02-18"
"5998250363103";"6310";"available";""
"5998250363202";"6320";"0";"2022-02-18"
"5998250363295";"6329";"available";""
"5998250363370";"6337";"available";"2022-08-25"
"5998250363387";"6338";"available";"2022-06-20"
"5998250363394";"6339";"9";""
"5998250363400";"6340";"0";"2022-03-07"
"5998250363417";"6341";"0";"2022-02-03"
"5998250363424";"6342";"0";"2022-02-03"
"5998250363431";"6343";"available";""
"5998250363448";"6344";"available";"2022-02-21"
"5998250363493";"6349";"available";""
"5998250363509";"6350";"available";""
"5998250363554";"6355";"available";"2022-05-20"
"5998250363561";"6356";"available";""
"5998250363578";"6357";"available";""
"5998250363585";"6358";"available";""
"5998250363592";"6359";"available";""
"5998250363608";"6360";"6";""
"5998250363653";"6365";"available";""
"5998250363684";"6368";"0";""
"5998250363790";"6379";"0";"2022-02-03"
"5998250363806";"6380";"3";"2022-02-03"
"5998250363837";"6383";"available";""
"5998250363899";"6389";"available";"2022-05-20"
"5998250363905";"6390";"available";"2022-06-20"
"5998250363912";"6391";"available";""
"5998250363929";"6392";"available";""
"5998250363936";"6393";"available";""
"5998250363974";"6397";"7";""
"5998250364087";"6408";"available";""
"5998250364094";"6409";"available";""
"5998250364100";"6410";"available";""
"5998250364186";"6418";"available";""
"5998250364193";"6419";"available";""
"5998250364209";"6420";"available";""
"5998250364285";"6428";"available";"2022-05-20"
"5998250364292";"6429";"available";"2022-06-20"
"5998250364308";"6430";"available";"2022-05-20"
"5998250364384";"6438";"available";"2022-06-20"
"5998250364391";"6439";"available";""
"5998250364407";"6440";"9";"2022-02-07"
"5998250364469";"6446";"available";"2022-05-20"
"5998250364476";"6447";"available";"2022-06-20"
"5998250364483";"6448";"0";"2022-03-06"
"5998250364490";"6449";"available";"2022-03-07"
"5998250364506";"6450";"available";""
"5998250364605";"6460";"0";""
"5998250364759";"6475";"available";""
"5998250364865";"6486";"0";"2022-02-03"
"5998250364872";"6487";"0";"2022-02-03"
"5998250364889";"6488";"0";"2022-02-03"
"5998250364896";"6489";"available";"2022-06-20"
"5998250364957";"6495";"available";"2022-05-20"
"5998250364964";"6496";"available";"2022-05-20"
"5998250365121";"6512";"available";"2022-06-20"
"5998250365138";"6513";"available";"2022-05-20"
"5998250365145";"6514";"available";""
"5998250365152";"6515";"0";"2022-05-20"
"5998250365183";"6518";"0";""
"5998250365190";"6519";"available";""
"5998250365299";"6529";"available";"2022-05-20"
"5998250365305";"6530";"available";""
"5998250365398";"6539";"available";"2022-05-20"
"5998250365459";"6545";"available";"2022-06-20"
"5998250365466";"6546";"available";"2022-02-25"
"5998250365473";"6547";"available";"2022-06-20"
"5998250365480";"6548";"available";"2022-07-20"
"5998250365497";"6549";"available";""
"5998250365503";"6550";"available";""
"5998250365596";"6559";"18";"2022-03-03"
"5998250365602";"6560";"available";""
"5998250365695";"6569";"0";"2022-02-21"
"5998250365701";"6570";"available";"2022-08-25"
"5998250365916";"6591";"available";"2022-02-18"
"5998250365923";"6592";"available";"2022-02-18"
"5998250365930";"6593";"available";"2022-02-18"
"5998250365947";"6594";"available";"2022-02-18"
"5998250366180";"6618";"1";""
"5998250366197";"6619";"available";""
"5998250366203";"6620";"available";""
"5998250366296";"6629";"available";""
"5998250366302";"6630";"available";""
"5998250366357";"6635";"available";"2022-02-18"
"5998250366364";"6636";"available";"2022-02-18"
"5998250366371";"6637";"available";"2022-02-18"
"5998250366388";"6638";"available";"2022-03-07"
"5998250366593";"6659";"available";"2022-06-20"
"5998250366609";"6660";"available";""
"5998250366647";"6664";"16";""
"5998250366661";"6666";"available";"2022-03-07"
"5998250366678";"6667";"available";"2022-03-07"
"5998250366685";"6668";"0";"2022-03-07"
"5998250366692";"6669";"available";"2022-05-20"
"5998250366715";"6671";"0";""
"5998250366722";"6672";"available";""
"5998250366739";"6673";"available";""
"5998250366746";"6674";"0";""
"5998250366753";"6675";"1";""
"5998250366760";"6676";"8";""
"5998250366777";"6677";"0";""
"5998250366784";"6678";"9";""
"5998250366791";"6679";"10";"2022-02-25"
"5998250366852";"6685";"0";""
"5998250366869";"6686";"3";""
"5998250366876";"6687";"1";""
"5998250366883";"6688";"9";""
"5998250367088";"6708";"available";"2022-02-23"
"5998250367095";"6709";"available";""
"5998250367101";"6710";"available";"2022-02-10"
"5998250367194";"6719";"0";"2022-02-07"
"5998250367200";"6720";"0";"2022-02-07"
"5998250367491";"6749";"available";"2022-02-07"
"5998250367507";"6750";"available";"2022-02-21"
"5998250367583";"6758";"available";""
"5998250367590";"6759";"available";""
"5998250367606";"6760";"available";""
"5998250367675";"6767";"0";"2022-02-03"
"5998250367682";"6768";"0";"2022-02-03"
"5998250367699";"6769";"0";"2022-02-03"
"5998250367705";"6770";"0";"2022-02-21"
"5998250367781";"6778";"0";"2022-04-20"
"5998250367798";"6779";"available";"2022-04-20"
"5998250367804";"6780";"0";"2022-04-20"
"5998250367880";"6788";"available";""
"5998250367897";"6789";"available";""
"5998250367903";"6790";"available";""
"5998250367996";"6799";"6";""
"5998250368009";"6800";"available";""
"5998250368047";"6804";"available";""
"5998250368061";"6806";"available";"2022-06-20"
"5998250368085";"6808";"available";"2022-02-21"
"5998250368092";"6809";"available";"2022-08-25"
"5998250368160";"6816";"available";""
"5998250368184";"6818";"available";""
"5998250368191";"6819";"available";""
"5998250368207";"6820";"available";""
"5998250368252";"6825";"0";""
"5998250368276";"6827";"0";""
"5998250368351";"6835";"available";"2022-03-03"
"5998250368368";"6836";"available";"2022-03-03"
"5998250368375";"6837";"0";"2022-03-03"
"5998250368382";"6838";"available";""
"5998250368467";"6846";"available";"2022-05-20"
"5998250368474";"6847";"available";"2022-05-20"
"5998250368481";"6848";"available";"2022-03-07"
"5998250368498";"6849";"available";"2022-04-20"
"5998250368573";"6857";"available";"2022-05-20"
"5998250368580";"6858";"available";"2022-02-20"
"5998250368597";"6859";"available";"2022-05-20"
"5998250368795";"6879";"0";""
"5998250368801";"6880";"0";""
"5998250368825";"6882";"available";"2022-02-21"
"5998250368832";"6883";"available";"2022-02-03"
"5998250368849";"6884";"available";"2022-02-21"
"5998250368856";"6885";"0";"2022-02-21"
"5998250368955";"6895";"available";""
"5998250368986";"6898";"available";""
"5998250369174";"6917";"available";""
"5998250369181";"6918";"available";""
"5998250369198";"6919";"available";""
"5998250369297";"6929";"available";"2022-02-14"
"5998250369303";"6930";"available";""
"5998250369495";"6949";"available";""
"5998250369662";"6966";"available";""
"5998250369679";"6967";"available";""
"5998250369686";"6968";"0";"2022-03-20"
"5998250369792";"6979";"available";"2022-07-20"
"5998250369808";"6980";"available";"2022-06-20"
"5998250369860";"6986";"available";"2022-05-20"
"5998250369877";"6987";"available";"2022-03-07"
"5998250369884";"6988";"available";"2022-05-20"
"5998250369891";"6989";"available";"2022-05-20"
"5998250369907";"6990";"available";""
"5998250370064";"7006";"available";""
"5998250370088";"7008";"available";"2022-08-25"
"5998250370095";"7009";"available";""
"5998250370118";"7011";"0";"2022-04-07"
"5998250370125";"7012";"available";""
"5998250370132";"7013";"available";""
"5998250370149";"7014";"available";""
"5998250370156";"7015";"available";""
"5998250370163";"7016";"available";""
"5998250370170";"7017";"available";"2022-05-20"
"5998250370187";"7018";"available";"2022-05-20"
"5998250370194";"7019";"available";"2022-05-20"
"5998250370200";"7020";"available";"2022-05-20"
"5998250370217";"7021";"available";"2022-05-20"
"5998250370224";"7022";"available";""
"5998250370231";"7023";"available";"2022-05-20"
"5998250370248";"7024";"available";"2022-05-20"
"5998250370255";"7025";"available";"2022-05-20"
"5998250370392";"7039";"0";""
"5998250370415";"7041";"17";"2022-02-03"
"5998250370439";"7043";"4";"2022-02-21"
"5998250370453";"7045";"available";"2022-02-03"
"5998250370491";"7049";"3";""
"5998250370507";"7050";"available";""
"5998250370569";"7056";"available";""
"5998250370576";"7057";"available";""
"5998250370583";"7058";"available";""
"5998250370590";"7059";"available";""
"5998250370620";"7062";"available";""
"5998250370637";"7063";"available";""
"5998250370644";"7064";"available";""
"5998250370651";"7065";"available";""
"5998250370668";"7066";"available";""
"5998250370675";"7067";"available";""
"5998250370682";"7068";"available";""
"5998250370729";"7072";"available";"2022-06-20"
"5998250370767";"7076";"available";"2022-03-03"
"5998250370774";"7077";"available";"2022-03-03"
"5998250370781";"7078";"available";"2022-04-20"
"5998250370798";"7079";"available";"2022-04-20"
"5998250370910";"7091";"available";"2022-03-03"
"5998250370927";"7092";"available";""
"5998250370934";"7093";"available";"2022-03-03"
"5998250370958";"7095";"available";"2022-07-20"
"5998250370996";"7099";"0";"2022-07-20"
"5998250371184";"7118";"0";"2022-02-03"
"5998250371191";"7119";"available";"2022-02-21"
"5998250371207";"7120";"0";"2022-02-03"
"5998250371313";"7131";"available";""
"5998250371337";"7133";"available";"2022-04-20"
"5998250371351";"7135";"available";""
"5998250371368";"7136";"0";"2022-04-20"
"5998250371375";"7137";"available";"2022-02-25"
"5998250371382";"7138";"19";"2022-02-25"
"5998250371399";"7139";"3";"2022-03-03"
"5998250371405";"7140";"0";"2022-04-20"
"5998250371719";"7171";"available";""
"5998250371733";"7173";"available";""
"5998250371757";"7175";"3";""
"5998250371771";"7177";"0";""
"5998250371818";"7181";"available";"2022-02-21"
"5998250371832";"7183";"available";""
"5998250371856";"7185";"6";""
"5998250371863";"7186";"available";""
"5998250371870";"7187";"available";""
"5998250371887";"7188";"6";"2022-02-14"
"5998250371894";"7189";"available";""
"5998250371900";"7190";"available";""
"5998250371917";"7191";"0";"2022-02-14"
"5998250372013";"7201";"available";""
"5998250372020";"7202";"available";"2022-06-20"
"5998250372037";"7203";"available";"2022-02-25"
"5998250372051";"7205";"available";"2022-02-25"
"5998250372310";"7231";"available";"2022-02-25"
"5998250372334";"7233";"available";"2022-02-25"
"5998250372358";"7235";"0";"2022-03-03"
"5998250372419";"7241";"available";"2022-06-20"
"5998250372433";"7243";"available";"2022-02-25"
"5998250372457";"7245";"available";"2022-07-20"
"5998250372563";"7256";"available";""
"5998250372570";"7257";"0";""
"5998250372587";"7258";"available";""
"5998250372594";"7259";"available";"2022-02-16"
"5998250372600";"7260";"available";""
"5998250372617";"7261";"available";""
"5998250372747";"7274";"available";"2022-02-21"
"5998250372754";"7275";"available";"2022-06-20"
"5998250372761";"7276";"available";"2022-06-20"
"5998250372785";"7278";"available";""
"5998250372792";"7279";"available";""
"5998250372808";"7280";"available";""
"5998250372907";"7290";"3";""
"5998250372914";"7291";"available";""
"5998250373461";"7346";"available";""
"5998250373478";"7347";"available";""
"5998250373485";"7348";"16";"2022-04-20"
"5998250373492";"7349";"available";""
"5998250373614";"7361";"available";"2022-02-25"
"5998250373638";"7363";"0";"2022-03-03"
"5998250373652";"7365";"0";"2022-03-03"
"5998250373669";"7366";"available";"2022-06-20"
"5998250373676";"7367";"available";"2022-06-20"
"5998250373683";"7368";"available";""
"5998250373713";"7371";"available";"2022-03-03"
"5998250373720";"7372";"available";"2022-03-03"
"5998250373737";"7373";"available";"2022-08-25"
"5998250373751";"7375";"available";""
"5998250376011";"7601";"available";"2022-03-14"
"5998250376028";"7602";"available";"2022-03-14"
"5998250376035";"7603";"available";""
"5998250376042";"7604";"available";"2022-07-20"
"5998250376059";"7605";"available";""
"5998250376066";"7606";"0";"2022-03-14"
"5998250376080";"7608";"available";""
"5998250376400";"7640";"available";""
"5998250376479";"7647";"available";""
"5998250376486";"7648";"available";""
"5998250376493";"7649";"available";""
"5998250376523";"7652";"available";""
"5998250376721";"7672";"available";""
"5998250376738";"7673";"available";""
"5998250376745";"7674";"available";""
"5998250376752";"7675";"available";""
"5998250376769";"7676";"available";""
"5998250376776";"7677";"available";"2022-02-14"
"5998250376783";"7678";"available";""
"5998250376790";"7679";"available";""
"5998250376806";"7680";"available";"2022-04-20"
"5998250377711";"7771";"available";"2022-04-20"
"5998250377728";"7772";"available";"2022-06-20"
"5998250377735";"7773";"available";"2022-02-16"
"5998250377766";"7776";"available";"2022-02-16"
"5998250377773";"7777";"available";"2022-04-20"
"5998250378114";"7811";"available";"2022-02-16"
"5998250378121";"7812";"available";"2022-04-20"
"5998250378138";"7813";"available";""
"5998250378152";"7815";"available";""
"5998250378169";"7816";"available";"2022-02-16"
"5998250378367";"7836";"18";"2022-02-07"
"5998250378374";"7837";"8";"2022-06-20"
"5998250378381";"7838";"available";""
"5998250378398";"7839";"available";""
"5998250378404";"7840";"available";""
"5998250378466";"7846";"1";""
"5998250378480";"7848";"0";""
"5998250378497";"7849";"0";"2022-03-24"
"5998250378503";"7850";"available";""
"5998250378602";"7860";"available";"2022-02-25"
"5998250378688";"7868";"available";"2022-02-25"
"5998250378695";"7869";"available";"2022-03-03"
"5998250378701";"7870";"available";"2022-07-20"
"5998250378770";"7877";"available";""
"5998250378800";"7880";"0";"2022-03-06"
"5998250378817";"7881";"0";"2022-06-20"
"5998250378848";"7884";"0";"2022-04-20"
"5998250378855";"7885";"0";"2022-04-20"
"5998250378862";"7886";"available";"2022-04-20"
"5998250378879";"7887";"0";"2022-04-20"
"5998250378886";"7888";"0";"2022-04-20"
"5998250378916";"7891";"available";"2022-04-20"
"5998250378923";"7892";"available";"2022-05-20"
"5998250378930";"7893";"available";"2022-02-07"
"5998250378947";"7894";"available";"2022-02-07"
"5998250378954";"7895";"available";"2022-02-07"
"5998250378961";"7896";"available";""
"5998250378978";"7897";"available";"2022-07-20"
"5998250378985";"7898";"available";"2022-05-20"
"5998250378992";"7899";"available";"2022-02-07"
"5998250379005";"7900";"available";"2022-02-07"
"5998250379043";"7904";"available";"2022-04-20"
"5998250379104";"7910";"available";""
"5998250379111";"7911";"0";"2022-02-11"
"5998250379142";"7914";"available";"2022-04-20"
"5998250379159";"7915";"available";"2022-04-20"
"5998250379166";"7916";"available";"2022-04-20"
"5998250379197";"7919";"available";""
"5998250379203";"7920";"available";""
"5998250379210";"7921";"available";""
"5998250379258";"7925";"available";"2022-02-11"
"5998250379296";"7929";"available";"2022-02-11"
"5998250379302";"7930";"available";"2022-02-11"
"5998250379388";"7938";"available";"2022-05-20"
"5998250379395";"7939";"available";"2022-04-20"
"5998250379517";"7951";"available";"2022-06-20"
"5998250379524";"7952";"available";"2022-06-20"
"5998250379555";"7955";"available";"2022-05-20"
"5998250379562";"7956";"available";"2022-05-20"
"5998250379579";"7957";"available";"2022-05-20"
"5998250379586";"7958";"available";""
"5998250379593";"7959";"available";"2022-02-11"
"5998250379609";"7960";"available";"2022-02-11"
"5998250379647";"7964";"available";""
"5998250379654";"7965";"available";""
"5998250379661";"7966";"available";""
"5998250379678";"7967";"10";""
"5998250379685";"7968";"available";""
"5998250379692";"7969";"0";"2022-03-20"
"5998250379708";"7970";"available";"2022-07-20"
"5998250379753";"7975";"available";""
"5998250379760";"7976";"available";"2022-02-21"
"5998250379777";"7977";"available";"2022-06-20"
"5998250379784";"7978";"9";"2022-02-21"
"5998250379791";"7979";"available";""
"5998250379807";"7980";"0";"2022-03-20"
"5998250379876";"7987";"available";""
"5998250379883";"7988";"available";""
"5998250379890";"7989";"available";"2022-07-20"
"5998250379906";"7990";"available";"2022-07-20"
"5998250379913";"7991";"available";""
"5998250379920";"7992";"available";""
"5998250379937";"7993";"available";""
"5998250379951";"7995";"available";"2022-03-03"
"5998250379968";"7996";"available";"2022-08-25"
"5998250379975";"7997";"available";"2022-04-20"
"5998250379982";"7998";"available";""
"5998250379999";"7999";"available";""
"5998250380001";"8000";"available";""
"5998250380117";"8011";"available";""
"5998250380186";"8018";"available";"2022-03-04"
"5998250380193";"8019";"available";"2022-06-20"
"5998250380209";"8020";"available";""
"5998250380292";"8029";"available";"2022-05-20"
"5998250380308";"8030";"available";""
"5998250380346";"8034";"available";""
"5998250380490";"8049";"available";""
"5998250380605";"8060";"0";"2022-05-20"
"5998250380698";"8069";"available";"2022-04-20"
"5998250380704";"8070";"available";"2022-02-07"
"5998250380728";"8072";"available";"2022-04-20"
"5998250380735";"8073";"0";""
"5998250380759";"8075";"0";""
"5998250380766";"8076";"available";"2022-04-20"
"5998250380780";"8078";"available";"2022-04-20"
"5998250380803";"8080";"available";""
"5998250380865";"8086";"available";"2022-06-20"
"5998250380872";"8087";"available";"2022-06-20"
"5998250380889";"8088";"available";"2022-06-20"
"5998250380896";"8089";"14";"2022-04-20"
"5998250380902";"8090";"8";"2022-04-20"
"5998250380919";"8091";"available";""
"5998250380957";"8095";"0";""
"5998250380971";"8097";"0";""
"5998250380995";"8099";"available";"2022-02-11"
"5998250381008";"8100";"available";"2022-02-11"
"5998250381046";"8104";"available";"2022-05-20"
"5998250381091";"8109";"available";""
"5998250381145";"8114";"17";"2022-03-20"
"5998250381183";"8118";"available";"2022-03-04"
"5998250381190";"8119";"available";"2022-03-04"
"5998250381206";"8120";"available";""
"5998250381213";"8121";"available";"2022-03-04"
"5998250381251";"8125";"0";"2022-02-24"
"5998250381268";"8126";"0";"2022-02-24"
"5998250381275";"8127";"available";"2022-03-24"
"5998250381282";"8128";"0";"2022-02-24"
"5998250381299";"8129";"0";"2022-02-24"
"5998250381305";"8130";"0";"2022-03-20"
"5998250381343";"8134";"available";"2022-04-20"
"5998250381350";"8135";"0";"2022-05-20"
"5998250381404";"8140";"0";"2022-02-11"
"5998250381411";"8141";"0";"2022-03-04"
"5998250381428";"8142";"available";""
"5998250381435";"8143";"available";"2022-08-25"
"5998250381442";"8144";"available";"2022-03-04"
"5998250381459";"8145";"available";"2022-02-11"
"5998250381466";"8146";"available";"2022-02-14"
"5998250381473";"8147";"available";"2022-02-11"
"5998250381480";"8148";"available";"2022-02-11"
"5998250381497";"8149";"available";"2022-03-04"
"5998250381503";"8150";"0";"2022-03-04"
"5998250381541";"8154";"0";"2022-03-20"
"5998250381572";"8157";"available";""
"5998250381589";"8158";"available";""
"5998250381596";"8159";"available";""
"5998250381602";"8160";"available";""
"5998250381633";"8163";"available";"2022-04-20"
"5998250381640";"8164";"0";"2022-02-04"
"5998250381657";"8165";"0";"2022-03-20"
"5998250381664";"8166";"available";""
"5998250381671";"8167";"available";""
"5998250381688";"8168";"available";"2022-04-20"
"5998250381695";"8169";"available";"2022-04-20"
"5998250381701";"8170";"available";""
"5998250381718";"8171";"16";"2022-02-16"
"5998250381725";"8172";"0";"2022-02-16"
"5998250381732";"8173";"available";"2022-07-20"
"5998250381756";"8175";"7";"2022-04-20"
"5998250381763";"8176";"available";"2022-04-20"
"5998250381770";"8177";"0";"2022-02-16"
"5998250381787";"8178";"available";"2022-07-20"
"5998250381817";"8181";"available";"2022-02-07"
"5998250381824";"8182";"available";"2022-03-03"
"5998250381831";"8183";"available";"2022-06-20"
"5998250381848";"8184";"available";"2022-03-03"
"5998250381855";"8185";"available";"2022-06-20"
"5998250381862";"8186";"available";""
"5998250381879";"8187";"available";""
"5998250381886";"8188";"available";""
"5998250381909";"8190";"available";"2022-04-20"
"5998250382012";"8201";"available";"2022-02-07"
"5998250382029";"8202";"available";"2022-06-20"
"5998250382036";"8203";"available";"2022-02-07"
"5998250382043";"8204";"available";"2022-06-20"
"5998250382050";"8205";"available";"2022-03-03"
"5998250382067";"8206";"available";"2022-03-03"
"5998250382074";"8207";"available";"2022-03-03"
"5998250382081";"8208";"available";"2022-02-07"
"5998250382098";"8209";"available";"2022-04-20"
"5998250382104";"8210";"available";"2022-07-20"
"5998250382166";"8216";"available";"2022-02-07"
"5998250382173";"8217";"available";"2022-03-03"
"5998250382180";"8218";"0";"2022-02-07"
"5998250382203";"8220";"available";"2022-05-20"
"5998250382272";"8227";"available";"2022-05-20"
"5998250382296";"8229";"available";"2022-05-20"
"5998250382326";"8232";"available";"2022-04-20"
"5998250382340";"8234";"available";"2022-03-03"
"5998250382364";"8236";"available";"2022-06-20"
"5998250382388";"8238";"available";"2022-02-07"
"5998250382401";"8240";"0";"2022-02-07"
"5998250382432";"8243";"0";"2022-03-20"
"5998250382449";"8244";"0";"2022-02-04"
"5998250382456";"8245";"0";"2022-02-04"
"5998250382463";"8246";"available";"2022-02-04"
"5998250382470";"8247";"0";"2022-02-04"
"5998250382487";"8248";"available";"2022-04-20"
"5998250382616";"8261";"available";"2022-02-11"
"5998250382623";"8262";"available";"2022-02-11"
"5998250382630";"8263";"available";"2022-02-11"
"5998250382647";"8264";"available";"2022-02-11"
"5998250382654";"8265";"available";"2022-02-11"
"5998250382661";"8266";"available";"2022-02-11"
"5998250382678";"8267";"available";""
"5998250382685";"8268";"available";"2022-06-20"
"5998250382692";"8269";"available";"2022-05-20"
"5998250382708";"8270";"available";"2022-05-20"
"5998250382715";"8271";"available";"2022-02-14"
"5998250383378";"8337";"19";"2022-02-14"
"5998250383385";"8338";"available";"2022-02-14"
"5998250383392";"8339";"available";"2022-04-20"
"5998250383415";"8341";"0";"2022-02-07"
"5998250383422";"8342";"available";"2022-02-07"
"5998250383439";"8343";"available";"2022-02-07"
"5998250383446";"8344";"0";"2022-03-03"
"5998250383453";"8345";"available";"2022-03-03"
"5998250383460";"8346";"available";"2022-02-14"
"5998250383590";"8359";"available";"2022-05-20"
"5998250383651";"8365";"available";""
"5998250383668";"8366";"available";""
"5998250383705";"8370";"available";"2022-02-07"
"5998250383712";"8371";"available";"2022-02-07"
"5998250383729";"8372";"available";"2022-02-07"
"5998250383736";"8373";"available";"2022-06-20"
"5998250383743";"8374";"available";"2022-02-07"
"5998250383750";"8375";"0";"2022-02-07"
"5998250383767";"8376";"available";"2022-02-14"
"5998250383774";"8377";"available";"2022-03-03"
"5998250383798";"8379";"available";"2022-06-20"
"5998250383804";"8380";"available";""
"5998250383811";"8381";"0";"2022-04-20"
"5998250383828";"8382";"available";"2022-04-20"
"5998250383835";"8383";"available";"2022-05-20"
"5998250383842";"8384";"available";"2022-04-20"
"5998250383859";"8385";"available";"2022-05-20"
"5998250383873";"8387";"9";"2022-04-20"
"5998250383880";"8388";"0";"2022-04-20"
"5998250383897";"8389";"available";"2022-04-20"
"5998250383910";"8391";"available";"2022-02-07"
"5998250383927";"8392";"0";"2022-04-20"
"5998250383934";"8393";"available";""
"5998250383941";"8394";"0";"2022-02-07"
"5998250383958";"8395";"0";"2022-02-07"
"5998250383965";"8396";"available";"2022-03-03"
"5998250383972";"8397";"available";"2022-03-03"
"5998250383989";"8398";"available";"2022-03-03"
"5998250383996";"8399";"available";"2022-06-20"
"5998250384009";"8400";"available";"2022-04-20"
"5998250384092";"8409";"available";"2022-02-11"
"5998250384108";"8410";"available";"2022-02-11"
"5998250384146";"8414";"available";""
"5998250384153";"8415";"available";""
"5998250384375";"8437";"7";""
"5998250384382";"8438";"available";""
"5998250384399";"8439";"2";""
"5998250384405";"8440";"0";""
"5998250384511";"8451";"available";"2022-03-03"
"5998250384528";"8452";"0";"2022-02-07"
"5998250384535";"8453";"available";""
"5998250384542";"8454";"available";"2022-02-07"
"5998250384559";"8455";"available";""
"5998250384580";"8458";"available";"2022-02-07"
"5998250384603";"8460";"available";"2022-05-20"
"5998250384764";"8476";"available";"2022-02-07"
"5998250384771";"8477";"available";"2022-02-07"
"5998250384788";"8478";"available";"2022-04-20"
"5998250384795";"8479";"0";"2022-02-07"
"5998250384801";"8480";"available";"2022-06-20"
"5998250384962";"8496";"available";"2022-02-14"
"5998250384993";"8499";"available";"2022-02-14"
"5998250385105";"8510";"available";"2022-02-04"
"5998250385112";"8511";"available";"2022-02-11"
"5998250385174";"8517";"available";"2022-04-20"
"5998250385181";"8518";"available";"2022-05-20"
"5998250385310";"8531";"available";""
"5998250385327";"8532";"available";""
"5998250385334";"8533";"available";""
"5998250385341";"8534";"0";""
"5998250385358";"8535";"0";""
"5998250385365";"8536";"available";""
"5998250385372";"8537";"0";""
"5998250385389";"8538";"available";""
"5998250385396";"8539";"available";""
"5998250385402";"8540";"available";""
"5998250385419";"8541";"available";"2022-02-16"
"5998250385426";"8542";"available";"2022-04-20"
"5998250385433";"8543";"available";"2022-07-20"
"5998250385440";"8544";"available";""
"5998250385457";"8545";"available";""
"5998250385464";"8546";"18";""
"5998250385471";"8547";"available";""
"5998250385518";"8551";"available";""
"5998250385532";"8553";"available";""
"5998250385549";"8554";"available";""
"5998250385556";"8555";"available";""
"5998250385563";"8556";"available";""
"5998250385587";"8558";"available";"2022-07-20"
"5998250385594";"8559";"0";""
"5998250385600";"8560";"available";""
"5998250385648";"8564";"1";""
"5998250385662";"8566";"13";""
"5998250385679";"8567";"4";""
"5998250385686";"8568";"available";"2022-03-20"
"5998250385693";"8569";"available";""
"5998250385709";"8570";"available";"2022-03-20"
"5998250385785";"8578";"available";"2022-07-20"
"5998250385792";"8579";"0";""
"5998250386171";"8617";"available";"2022-03-20"
"5998250386188";"8618";"available";"2022-03-20"
"5998250386195";"8619";"available";"2022-05-20"
"5998250386201";"8620";"available";"2022-05-20"
"5998250386317";"8631";"0";"2022-02-16"
"5998250386324";"8632";"available";""
"5998250386331";"8633";"1";"2022-04-20"
"5998250386348";"8634";"available";"2022-07-20"
"5998250386362";"8636";"available";""
"5998250386379";"8637";"available";""
"5998250386386";"8638";"available";"2022-08-25"
"5998250386492";"8649";"2";""
"5998250386508";"8650";"0";""
"5998250386584";"8658";"0";""
"5998250386607";"8660";"0";""
"5998250386676";"8667";"6";""
"5998250386683";"8668";"0";""
"5998250386706";"8670";"available";""
"5998250386713";"8671";"available";"2022-03-20"
"5998250386720";"8672";"0";""
"5998250386737";"8673";"0";""
"5998250386744";"8674";"available";""
"5998250386751";"8675";"available";""
"5998250386768";"8676";"available";""
"5998250386775";"8677";"available";"2022-02-07"
"5998250386782";"8678";"available";"2022-04-20"
