"EAN code";"article number";"availability";"next expected arrival"
"5998250315331";"1533";"elérhető";"2022-03-31"
"5998250315348";"1534";"elérhető";""
"5998250315362";"1536";"elérhető";""
"5998250315379";"1537";"nem elérhető";""
"5998250315386";"1538";"nem elérhető";""
"5998250315393";"1539";"elérhető";""
"5998250315409";"1540";"elérhető";""
"5998250315416";"1541";"elérhető";""
"5998250315423";"1542";"nem elérhető";""
"5998250315430";"1543";"elérhető";""
"5998250315447";"1544";"elérhető";""
"5998250315454";"1545";"elérhető";""
"5998250315461";"1546";"nem elérhető";""
"5998250315478";"1547";"nem elérhető";""
"5998250315508";"1550";"elérhető";""
"5998250315515";"1551";"nem elérhető";"2022-03-31"
"5998250315546";"1554";"elérhető";""
"5998250315553";"1555";"elérhető";""
"5998250315560";"1556";"elérhető";""
"5998250315577";"1557";"nem elérhető";""
"5998250315584";"1558";"nem elérhető";""
"5998250315591";"1559";"nem elérhető";""
"5998250315607";"1560";"nem elérhető";""
"5998250315621";"1562";"elérhető";""
"5998250315638";"1563";"elérhető";""
"5998250315645";"1564";"elérhető";""
"5998250315652";"1565";"elérhető";""
"5998250315669";"1566";"elérhető";""
"5998250315676";"1567";"elérhető";""
"5998250315683";"1568";"elérhető";""
"5998250315690";"1569";"elérhető";""
"5998250315706";"1570";"elérhető";""
"5998250315713";"1571";"elérhető";""
"5998250315720";"1572";"elérhető";""
"5998250315737";"1573";"elérhető";""
"5998250315744";"1574";"elérhető";"2022-05-20"
"5998250315751";"1575";"elérhető";"2022-05-20"
"5998250315768";"1576";"elérhető";"2022-05-20"
"5998250315775";"1577";"elérhető";""
"5998250315782";"1578";"elérhető";""
"5998250315799";"1579";"elérhető";""
"5998250315805";"1580";"elérhető";""
"5998250315812";"1581";"elérhető";""
"5998250315829";"1582";"elérhető";"2022-08-25"
"5998250315836";"1583";"elérhető";"2022-03-31"
"5998250315843";"1584";"elérhető";""
"5998250315850";"1585";"elérhető";""
"5998250315867";"1586";"elérhető";"2022-03-31"
"5998250315874";"1587";"elérhető";"2022-03-31"
"5998250315881";"1588";"elérhető";"2022-07-20"
"5998250315898";"1589";"elérhető";"2022-05-20"
"5998250315904";"1590";"elérhető";""
"5998250315911";"1591";"nem elérhető";""
"5998250315928";"1592";"elérhető";"2022-03-31"
"5998250315935";"1593";"elérhető";"2022-08-25"
"5998250315942";"1594";"elérhető";"2022-03-31"
"5998250315959";"1595";"elérhető";"2022-03-31"
"5998250315966";"1596";"elérhető";""
"5998250315980";"1598";"elérhető";""
"5998250315997";"1599";"elérhető";"2022-08-25"
"5998250316086";"1608";"elérhető";""
"5998250316093";"1609";"elérhető";""
"5998250316109";"1610";"elérhető";""
"5998250316116";"1611";"elérhető";""
"5998250316154";"1615";"elérhető";"2022-05-20"
"5998250316185";"1618";"elérhető";"2022-05-20"
"5998250316222";"1622";"elérhető";""
"5998250316246";"1624";"elérhető";""
"5998250316253";"1625";"elérhető";""
"5998250316260";"1626";"elérhető";""
"5998250316277";"1627";"elérhető";""
"5998250316284";"1628";"elérhető";""
"5998250316291";"1629";"elérhető";""
"5998250316307";"1630";"elérhető";""
"5998250316314";"1631";"elérhető";""
"5998250316352";"1635";"elérhető";"2022-08-25"
"5998250316383";"1638";"elérhető";"2022-05-20"
"5998250316420";"1642";"elérhető";""
"5998250316444";"1644";"nem elérhető";"2022-04-20"
"5998250316451";"1645";"elérhető";""
"5998250316475";"1647";"elérhető";""
"5998250316482";"1648";"elérhető";""
"5998250316499";"1649";"elérhető";""
"5998250316505";"1650";"elérhető";""
"5998250316512";"1651";"elérhető";""
"5998250316529";"1652";"elérhető";""
"5998250316536";"1653";"elérhető";""
"5998250316550";"1655";"elérhető";""
"5998250316567";"1656";"elérhető";""
"5998250316574";"1657";"elérhető";""
"5998250316581";"1658";"elérhető";""
"5998250316598";"1659";"elérhető";"2022-08-25"
"5998250316673";"1667";"elérhető";""
"5998250316758";"1675";"elérhető";""
"5998250316857";"1685";"elérhető";""
"5998250316871";"1687";"elérhető";"2022-05-20"
"5998250316895";"1689";"elérhető";""
"5998250316901";"1690";"elérhető";"2022-07-20"
"5998250316925";"1692";"elérhető";"2022-03-31"
"5998250316932";"1693";"elérhető";""
"5998250316949";"1694";"elérhető";""
"5998250316956";"1695";"elérhető";""
"5998250316963";"1696";"elérhető";""
"5998250316987";"1698";"elérhető";""
"5998250317281";"1728";"elérhető";"2022-04-20"
"5998250317410";"1741";"elérhető";"2022-03-30"
"5998250317427";"1742";"elérhető";"2022-03-30"
"5998250317434";"1743";"nem elérhető";"2022-03-30"
"5998250317441";"1744";"elérhető";"2022-03-30"
"5998250317458";"1745";"elérhető";"2022-03-30"
"5998250317465";"1746";"nem elérhető";"2022-03-30"
"5998250317472";"1747";"elérhető";"2022-03-30"
"5998250317489";"1748";"nem elérhető";"2022-03-30"
"5998250317540";"1754";"elérhető";""
"5998250317557";"1755";"elérhető";""
"5998250317564";"1756";"elérhető";""
"5998250317571";"1757";"elérhető";""
"5998250317588";"1758";"elérhető";""
"5998250317748";"1774";"elérhető";"2022-04-20"
"5998250317878";"1787";"elérhető";""
"5998250317885";"1788";"elérhető";""
"5998250317939";"1793";"elérhető";""
"5998250317953";"1795";"elérhető";""
"5998250318004";"1800";"elérhető";""
"5998250318028";"1802";"elérhető";""
"5998250318035";"1803";"elérhető";""
"5998250318042";"1804";"elérhető";""
"5998250318141";"1814";"elérhető";""
"5998250318158";"1815";"elérhető";""
"5998250318172";"1817";"elérhető";""
"5998250318189";"1818";"elérhető";""
"5998250318196";"1819";"elérhető";""
"5998250318226";"1822";"elérhető";""
"5998250318349";"1834";"elérhető";""
"5998250318370";"1837";"elérhető";""
"5998250318431";"1843";"nem elérhető";"2022-02-25"
"5998250318448";"1844";"elérhető";""
"5998250318455";"1845";"elérhető";""
"5998250318462";"1846";"elérhető";""
"5998250318479";"1847";"elérhető";""
"5998250318486";"1848";"elérhető";""
"5998250318493";"1849";"elérhető";""
"5998250318561";"1856";"nem elérhető";""
"5998250318578";"1857";"nem elérhető";""
"5998250318585";"1858";"elérhető";""
"5998250318615";"1861";"elérhető";""
"5998250318622";"1862";"elérhető";""
"5998250318639";"1863";"elérhető";""
"5998250318646";"1864";"elérhető";""
"5998250318738";"1873";"elérhető";""
"5998250318967";"1896";"elérhető";""
"5998250318981";"1898";"elérhető";""
"5998250318998";"1899";"elérhető";""
"5998250319308";"1930";"elérhető";""
"5998250319315";"1931";"elérhető";""
"5998250319322";"1932";"elérhető";""
"5998250319339";"1933";"elérhető";""
"5998250319346";"1934";"elérhető";""
"5998250319384";"1938";"elérhető";""
"5998250319391";"1939";"elérhető";""
"5998250319407";"1940";"elérhető";""
"5998250319414";"1941";"elérhető";""
"5998250319421";"1942";"elérhető";""
"5998250319469";"1946";"elérhető";""
"5998250319476";"1947";"nem elérhető";""
"5998250319483";"1948";"elérhető";""
"5998250319520";"1952";"nem elérhető";""
"5998250319551";"1955";"nem elérhető";""
"5998250319568";"1956";"elérhető";""
"5998250319605";"1960";"elérhető";""
"5998250319612";"1961";"nem elérhető";""
"5998250319711";"1971";"elérhető";""
"5998250319735";"1973";"elérhető";""
"5998250319926";"1992";"elérhető";""
"5998250319933";"1993";"nem elérhető";""
"5998250319940";"1994";"elérhető";""
"5998250319957";"1995";"elérhető";"2022-05-20"
"5998250319964";"1996";"elérhető";""
"5998250319971";"1997";"elérhető";""
"5998250319988";"1998";"elérhető";"2022-05-20"
"5998250319995";"1999";"nem elérhető";"2022-05-20"
"5998250320007";"2000";"elérhető";"2022-05-20"
"5998250320458";"2045";"elérhető";""
"5998250320465";"2046";"elérhető";""
"5998250320946";"2094";"elérhető";"2022-02-21"
"5998250320953";"2095";"nem elérhető";"2022-02-21"
"5998250320960";"2096";"elérhető";"2022-03-07"
"5998250320977";"2097";"nem elérhető";""
"5998250320984";"2098";"nem elérhető";""
"5998250320991";"2099";"nem elérhető";""
"5998250321028";"2102";"elérhető";"2022-02-28"
"5998250321035";"2103";"nem elérhető";"2022-02-21"
"5998250321042";"2104";"elérhető";"2022-06-20"
"5998250321059";"2105";"elérhető";""
"5998250321066";"2106";"elérhető";""
"5998250321073";"2107";"nem elérhető";""
"5998250321080";"2108";"nem elérhető";""
"5998250321097";"2109";"nem elérhető";""
"5998250321103";"2110";"nem elérhető";"2022-04-07"
"5998250321110";"2111";"nem elérhető";"2022-04-07"
"5998250321127";"2112";"elérhető";"2022-04-07"
"5998250321134";"2113";"elérhető";"2022-04-07"
"5998250321141";"2114";"elérhető";"2022-04-20"
"5998250321158";"2115";"elérhető";"2022-04-20"
"5998250321165";"2116";"elérhető";""
"5998250321172";"2117";"elérhető";""
"5998250321189";"2118";"elérhető";""
"5998250321561";"2156";"elérhető";"2022-02-21"
"5998250321578";"2157";"elérhető";""
"5998250321585";"2158";"elérhető";"2022-06-20"
"5998250321615";"2161";"elérhető";"2022-06-20"
"5998250321622";"2162";"elérhető";""
"5998250321639";"2163";"elérhető";"2022-02-21"
"5998250321738";"2173";"elérhető";""
"5998250321745";"2174";"elérhető";""
"5998250321752";"2175";"elérhető";"2022-03-03"
"5998250321806";"2180";"elérhető";""
"5998250321813";"2181";"nem elérhető";""
"5998250321837";"2183";"elérhető";"2022-06-20"
"5998250321844";"2184";"elérhető";""
"5998250321851";"2185";"elérhető";""
"5998250321868";"2186";"elérhető";"2022-06-20"
"5998250321875";"2187";"elérhető";""
"5998250321882";"2188";"elérhető";"2022-06-20"
"5998250321899";"2189";"elérhető";""
"5998250321905";"2190";"elérhető";""
"5998250321912";"2191";"elérhető";""
"5998250321929";"2192";"elérhető";""
"5998250321936";"2193";"elérhető";""
"5998250322025";"2202";"nem elérhető";"2022-02-15"
"5998250322032";"2203";"nem elérhető";"2022-02-15"
"5998250322049";"2204";"elérhető";""
"5998250322155";"2215";"elérhető";""
"5998250322162";"2216";"elérhető";"2022-06-20"
"5998250322179";"2217";"nem elérhető";""
"5998250322186";"2218";"elérhető";""
"5998250322193";"2219";"nem elérhető";""
"5998250322209";"2220";"nem elérhető";"2022-04-20"
"5998250322216";"2221";"elérhető";""
"5998250322223";"2222";"elérhető";""
"5998250322247";"2224";"elérhető";"2022-06-20"
"5998250322254";"2225";"elérhető";""
"5998250322322";"2232";"elérhető";"2022-06-20"
"5998250322339";"2233";"elérhető";""
"5998250322346";"2234";"elérhető";""
"5998250322353";"2235";"elérhető";""
"5998250322452";"2245";"nem elérhető";""
"5998250322469";"2246";"nem elérhető";""
"5998250322520";"2252";"elérhető";""
"5998250322537";"2253";"elérhető";""
"5998250322544";"2254";"elérhető";""
"5998250322551";"2255";"elérhető";""
"5998250322568";"2256";"elérhető";""
"5998250322575";"2257";"elérhető";""
"5998250322582";"2258";"nem elérhető";""
"5998250322599";"2259";"nem elérhető";""
"5998250322605";"2260";"elérhető";""
"5998250322667";"2266";"elérhető";""
"5998250322698";"2269";"nem elérhető";"2022-02-28"
"5998250322704";"2270";"elérhető";"2022-06-20"
"5998250322711";"2271";"nem elérhető";"2022-02-21"
"5998250322735";"2273";"elérhető";"2022-04-20"
"5998250322742";"2274";"elérhető";""
"5998250322759";"2275";"elérhető";""
"5998250322766";"2276";"nem elérhető";"2022-02-21"
"5998250322773";"2277";"nem elérhető";"2022-02-21"
"5998250322780";"2278";"elérhető";"2022-06-20"
"5998250322797";"2279";"nem elérhető";"2022-04-20"
"5998250322841";"2284";"elérhető";"2022-03-03"
"5998250322858";"2285";"nem elérhető";"2022-03-31"
"5998250322865";"2286";"elérhető";"2022-03-31"
"5998250322872";"2287";"elérhető";"2022-03-03"
"5998250322971";"2297";"elérhető";""
"5998250322988";"2298";"elérhető";""
"5998250322995";"2299";"elérhető";""
"5998250323008";"2300";"elérhető";""
"5998250323015";"2301";"elérhető";"2022-04-20"
"5998250323022";"2302";"elérhető";"2022-04-20"
"5998250323039";"2303";"elérhető";"2022-04-20"
"5998250323046";"2304";"elérhető";"2022-05-20"
"5998250323053";"2305";"elérhető";"2022-04-20"
"5998250323060";"2306";"elérhető";"2022-08-25"
"5998250323077";"2307";"elérhető";""
"5998250323084";"2308";"elérhető";"2022-05-20"
"5998250323091";"2309";"elérhető";""
"5998250323213";"2321";"elérhető";"2022-04-20"
"5998250323220";"2322";"elérhető";"2022-05-20"
"5998250323237";"2323";"elérhető";"2022-04-20"
"5998250323268";"2326";"elérhető";"2022-04-20"
"5998250323275";"2327";"nem elérhető";"2022-04-20"
"5998250323282";"2328";"elérhető";""
"5998250323299";"2329";"elérhető";""
"5998250323350";"2335";"nem elérhető";"2022-04-20"
"5998250323367";"2336";"elérhető";"2022-04-20"
"5998250323374";"2337";"nem elérhető";"2022-04-20"
"5998250323381";"2338";"nem elérhető";"2022-04-20"
"5998250323398";"2339";"nem elérhető";"2022-04-20"
"5998250323404";"2340";"elérhető";"2022-05-20"
"5998250323411";"2341";"elérhető";""
"5998250323428";"2342";"elérhető";"2022-08-25"
"5998250323435";"2343";"elérhető";"2022-04-20"
"5998250323442";"2344";"elérhető";""
"5998250323459";"2345";"elérhető";"2022-05-20"
"5998250323473";"2347";"elérhető";""
"5998250323480";"2348";"elérhető";""
"5998250323497";"2349";"nem elérhető";""
"5998250323503";"2350";"nem elérhető";""
"5998250323589";"2358";"elérhető";""
"5998250323596";"2359";"elérhető";""
"5998250323602";"2360";"elérhető";""
"5998250323619";"2361";"elérhető";"2022-08-25"
"5998250323626";"2362";"elérhető";"2022-05-20"
"5998250323633";"2363";"elérhető";""
"5998250323640";"2364";"elérhető";""
"5998250323657";"2365";"elérhető";"2022-04-20"
"5998250323664";"2366";"elérhető";"2022-05-20"
"5998250323671";"2367";"nem elérhető";""
"5998250323688";"2368";"nem elérhető";""
"5998250323695";"2369";"nem elérhető";""
"5998250323701";"2370";"nem elérhető";""
"5998250323886";"2388";"nem elérhető";"2022-04-20"
"5998250323893";"2389";"nem elérhető";"2022-04-20"
"5998250323909";"2390";"elérhető";""
"5998250324197";"2419";"nem elérhető";""
"5998250324289";"2428";"elérhető";""
"5998250324296";"2429";"elérhető";"2022-05-20"
"5998250324319";"2431";"elérhető";""
"5998250324326";"2432";"elérhető";""
"5998250324333";"2433";"elérhető";"2022-04-20"
"5998250324340";"2434";"nem elérhető";""
"5998250324357";"2435";"elérhető";""
"5998250324364";"2436";"elérhető";""
"5998250324425";"2442";"nem elérhető";""
"5998250324449";"2444";"nem elérhető";""
"5998250324456";"2445";"elérhető";""
"5998250324463";"2446";"elérhető";""
"5998250324470";"2447";"nem elérhető";""
"5998250324487";"2448";"elérhető";"2022-03-03"
"5998250324494";"2449";"elérhető";"2022-02-08"
"5998250324517";"2451";"nem elérhető";"2022-02-08"
"5998250324647";"2464";"elérhető";""
"5998250324654";"2465";"elérhető";""
"5998250324661";"2466";"elérhető";""
"5998250324678";"2467";"elérhető";""
"5998250324685";"2468";"elérhető";""
"5998250324692";"2469";"nem elérhető";""
"5998250324739";"2473";"elérhető";""
"5998250324777";"2477";"nem elérhető";""
"5998250324784";"2478";"elérhető";"2022-02-21"
"5998250324791";"2479";"elérhető";"2022-06-20"
"5998250324807";"2480";"elérhető";""
"5998250324814";"2481";"elérhető";""
"5998250324821";"2482";"elérhető";""
"5998250324838";"2483";"elérhető";""
"5998250324845";"2484";"elérhető";"2022-08-25"
"5998250324852";"2485";"elérhető";"2022-08-25"
"5998250324869";"2486";"elérhető";"2022-08-25"
"5998250324876";"2487";"elérhető";"2022-08-25"
"5998250324906";"2490";"nem elérhető";""
"5998250324913";"2491";"elérhető";""
"5998250324920";"2492";"elérhető";""
"5998250324937";"2493";"elérhető";""
"5998250324944";"2494";"elérhető";""
"5998250324968";"2496";"elérhető";""
"5998250324975";"2497";"elérhető";""
"5998250325019";"2501";"elérhető";""
"5998250325026";"2502";"nem elérhető";""
"5998250325033";"2503";"elérhető";"2022-02-21"
"5998250325040";"2504";"elérhető";""
"5998250325071";"2507";"elérhető";"2022-02-23"
"5998250325088";"2508";"elérhető";"2022-02-23"
"5998250325095";"2509";"elérhető";""
"5998250325101";"2510";"elérhető";""
"5998250325118";"2511";"elérhető";""
"5998250325125";"2512";"elérhető";""
"5998250325132";"2513";"nem elérhető";""
"5998250325149";"2514";"elérhető";""
"5998250325156";"2515";"elérhető";""
"5998250325163";"2516";"elérhető";""
"5998250325170";"2517";"elérhető";""
"5998250325187";"2518";"elérhető";""
"5998250325194";"2519";"elérhető";""
"5998250325231";"2523";"nem elérhető";""
"5998250325279";"2527";"nem elérhető";""
"5998250325286";"2528";"elérhető";""
"5998250325293";"2529";"elérhető";""
"5998250325309";"2530";"elérhető";""
"5998250325316";"2531";"elérhető";""
"5998250325323";"2532";"elérhető";""
"5998250325385";"2538";"elérhető";""
"5998250325392";"2539";"elérhető";""
"5998250325408";"2540";"elérhető";""
"5998250325415";"2541";"elérhető";""
"5998250325422";"2542";"elérhető";""
"5998250325439";"2543";"elérhető";"2022-05-20"
"5998250325446";"2544";"elérhető";""
"5998250325453";"2545";"nem elérhető";"2022-05-20"
"5998250325460";"2546";"elérhető";"2022-05-20"
"5998250325477";"2547";"elérhető";""
"5998250325484";"2548";"elérhető";""
"5998250325491";"2549";"elérhető";""
"5998250325507";"2550";"elérhető";""
"5998250325514";"2551";"nem elérhető";""
"5998250325521";"2552";"elérhető";""
"5998250325538";"2553";"elérhető";""
"5998250325545";"2554";"elérhető";""
"5998250325552";"2555";"nem elérhető";""
"5998250325569";"2556";"elérhető";""
"5998250325576";"2557";"elérhető";""
"5998250325583";"2558";"elérhető";"2022-02-25"
"5998250325590";"2559";"elérhető";"2022-02-21"
"5998250325606";"2560";"elérhető";""
"5998250325613";"2561";"nem elérhető";"2022-02-21"
"5998250325620";"2562";"elérhető";""
"5998250325637";"2563";"elérhető";"2022-07-20"
"5998250325644";"2564";"nem elérhető";""
"5998250325651";"2565";"nem elérhető";""
"5998250325668";"2566";"nem elérhető";""
"5998250325675";"2567";"elérhető";"2022-02-21"
"5998250325682";"2568";"elérhető";"2022-02-21"
"5998250325699";"2569";"elérhető";""
"5998250325705";"2570";"nem elérhető";""
"5998250325712";"2571";"nem elérhető";""
"5998250325774";"2577";"elérhető";"2022-02-21"
"5998250325781";"2578";"elérhető";"2022-02-21"
"5998250325798";"2579";"elérhető";"2022-04-20"
"5998250325897";"2589";"nem elérhető";""
"5998250325934";"2593";"elérhető";""
"5998250325958";"2595";"nem elérhető";""
"5998250325989";"2598";"nem elérhető";"2022-02-28"
"5998250326078";"2607";"nem elérhető";""
"5998250326146";"2614";"nem elérhető";""
"5998250326153";"2615";"elérhető";"2022-07-20"
"5998250326160";"2616";"elérhető";"2022-06-20"
"5998250326177";"2617";"elérhető";"2022-03-03"
"5998250326184";"2618";"elérhető";"2022-06-20"
"5998250326191";"2619";"elérhető";"2022-07-20"
"5998250326207";"2620";"elérhető";"2022-06-20"
"5998250326214";"2621";"elérhető";""
"5998250326221";"2622";"elérhető";""
"5998250326238";"2623";"nem elérhető";""
"5998250326245";"2624";"nem elérhető";""
"5998250326252";"2625";"nem elérhető";""
"5998250326276";"2627";"nem elérhető";""
"5998250326283";"2628";"elérhető";"2022-05-20"
"5998250326290";"2629";"elérhető";"2022-05-20"
"5998250326306";"2630";"elérhető";"2022-05-20"
"5998250326313";"2631";"elérhető";"2022-05-20"
"5998250326320";"2632";"elérhető";"2022-05-20"
"5998250326337";"2633";"elérhető";"2022-06-20"
"5998250326344";"2634";"elérhető";"2022-05-20"
"5998250326412";"2641";"elérhető";""
"5998250326429";"2642";"elérhető";""
"5998250326436";"2643";"elérhető";""
"5998250326443";"2644";"elérhető";""
"5998250326450";"2645";"elérhető";""
"5998250326467";"2646";"elérhető";""
"5998250326474";"2647";"elérhető";""
"5998250326481";"2648";"elérhető";""
"5998250326559";"2655";"elérhető";"2022-05-20"
"5998250326566";"2656";"elérhető";""
"5998250326573";"2657";"elérhető";"2022-07-20"
"5998250326580";"2658";"elérhető";""
"5998250326597";"2659";"elérhető";""
"5998250326603";"2660";"elérhető";""
"5998250326610";"2661";"elérhető";""
"5998250326627";"2662";"elérhető";""
"5998250326634";"2663";"elérhető";""
"5998250326641";"2664";"elérhető";""
"5998250326658";"2665";"elérhető";""
"5998250326665";"2666";"nem elérhető";"2022-02-15"
"5998250326672";"2667";"elérhető";"2022-05-20"
"5998250326689";"2668";"elérhető";""
"5998250326696";"2669";"elérhető";""
"5998250326702";"2670";"elérhető";""
"5998250326733";"2673";"elérhető";""
"5998250326740";"2674";"elérhető";""
"5998250326757";"2675";"elérhető";""
"5998250326764";"2676";"nem elérhető";"2022-02-10"
"5998250326771";"2677";"elérhető";"2022-05-20"
"5998250326948";"2694";"elérhető";""
"5998250326955";"2695";"elérhető";""
"5998250326962";"2696";"elérhető";""
"5998250326979";"2697";"elérhető";"2022-04-20"
