Article;GTIN;Lifecycle;Freestock;2022-7;2022-8;2022-9
207500179;4017807382860;30;0;0;0;0
207500189;4017807382877;30;0;0;0;0
226860231;4017807382822;30;0;0;0;0
226860242;4017807382839;30;0;0;0;0
283110106;4017807382846;30;0;0;0;0
283110206;4017807382853;30;0;0;0;0
678710006;4017807337730;30;0;0;0;0
678711206;4017807337716;30;0;0;0;0
678713006;4017807337723;30;0;0;0;0
283270106;4017807384048;30;0;0;0;0
283270206;4017807384055;30;0;0;0;0
283270306;4017807384062;30;0;0;0;0
283370106;4017807391824;40;0;0;0;0
683310306;4017807391848;40;0;0;0;0
222360142;4017807384321;30;0;0;0;0
675610106;4017807363302;30;0;0;0;0
225360142;4017807481501;30;0;0;0;0
225369142;4017807481525;30;0;0;0;0
605400501;4017807349214;30;0;0;0;0
605400511;4017807349221;30;0;0;0;0
605400579;4017807349238;30;0;0;0;0
605400589;4017807349245;30;0;0;0;0
657810100;4017807351064;40;0;0;0;0
657910100;4017807351101;40;0;0;0;0
625602287;4017807434965;40;0;0;0;0
679710506;4017807435092;40;0;0;0;0
202000108;4017807436051;30;0;0;0;0
657411107;4017807436358;30;0;0;0;0
657413007;4017807436341;30;0;0;0;0
657493007;4017807436334;30;0;0;0;0
261100207;4017807351576;40;0;0;0;0
606900161;4017807351781;30;0;0;0;0
673311106;4017807351651;40;0;0;0;0
229360231;4017807353419;40;0;0;0;0
200700128;4017807354188;30;0;0;0;0
200700161;4017807354195;40;0;0;0;0
600700328;4017807354225;30;0;0;0;0
600700361;4017807354232;40;0;0;0;0
624410306;4017807353952;40;0;0;0;0
201600206;4017807430158;30;0;0;0;0
283370107;4017807384185;40;0;0;0;0
621914001;4017807384468;30;0;0;0;0
621914011;4017807384475;30;0;0;0;0
621915501;4017807384482;30;0;0;0;0
621915511;4017807384499;30;0;0;0;0
683310307;4017807384192;40;0;0;0;0
207700100;4017807385298;40;0;0;0;0
208700179;4017807385342;30;0;0;0;0
208700189;4017807385359;30;0;0;0;0
677690106;4017807355352;30;0;0;0;0
607700100;4017807385311;40;0;0;0;0
607700200;4017807385328;40;0;0;0;0
607700300;4017807385335;40;0;0;0;0
608700179;4017807385427;40;0;0;0;0
608700189;4017807385434;30;0;0;0;0
608700279;4017807385441;40;0;0;0;0
608700289;4017807385458;30;0;0;0;0
225870107;4017807385489;40;0;0;0;0
225870132;4017807385502;40;0;0;0;0
228560242;4017807356984;30;0;0;0;0
228669142;4017807356656;30;0;0;0;0
272470108;4017807358377;40;0;0;0;0
606900162;4017807356823;30;0;0;0;0
628898000;4017807357875;40;0;0;0;0
673210331;4017807388428;30;0;0;0;0
673311306;4017807358407;30;0;0;0;0
674510107;4017807381566;30;0;0;0;0
206400279;4017807364361;30;0;0;0;0
206500279;4017807364378;30;0;0;0;0
206600278;4017807364347;30;0;0;0;0
606600178;4017807364354;40;0;0;0;0
202500101;4017807364927;30;0;0;0;0
204400101;4017807364972;30;0;0;0;0
602500101;4017807364941;30;0;0;0;0
602500201;4017807364958;30;0;0;0;0
604400101;4017807364996;30;0;0;0;0
604400201;4017807365009;30;0;0;0;0
604400301;4017807365016;30;0;0;0;0
674011207;4017807363708;30;0;0;0;0
674013007;4017807363630;30;0;0;0;0
674014507;4017807363654;30;0;0;0;0
674016207;4017807363692;30;0;0;0;0
674093007;4017807363623;30;0;0;0;0
674094507;4017807363647;30;0;0;0;0
674096207;4017807363685;30;0;0;0;0
212160242;4017807529340;25;0;0;0;0
611210506;4017807367782;30;0;0;0;0
227260142;4017807369236;30;0;0;0;0
227360142;4017807369229;30;0;0;0;0
227460131;4017807369205;30;0;0;0;0
227460188;4017807369212;30;0;0;0;0
610300428;4017807369175;30;0;0;0;0
227160242;4017807369335;30;0;0;0;0
603900501;4017807369298;30;0;0;0;0
603900502;4017807369304;30;0;0;0;0
603900514;4017807369311;40;0;0;0;0
223310105;4017807371765;30;0;0;0;0
223310131;4017807371772;30;0;0;0;0
223310132;4017807371789;30;0;0;0;0
656411506;4017807371796;30;0;0;0;0
656412406;4017807371802;30;0;0;0;0
656413006;4017807371819;40;0;0;0;0
656511806;4017807371826;30;0;0;0;0
656512006;4017807371833;30;0;0;0;0
656513006;4017807371840;40;0;0;0;0
656211800;4017807372007;40;0;0;0;0
676210307;4017807371918;30;0;0;0;0
676290307;4017807371925;40;0;0;0;0
606700632;4017807373448;30;0;0;0;0
657112401;4017807373530;40;0;0;0;0
271470207;4017807374681;30;0;0;0;0
271470279;4017807374698;30;0;0;0;0
650000131;4017807376203;30;0;0;0;0
650000106;4017807376210;30;0;0;0;0
650000107;4017807376234;30;0;0;0;0
650000108;4017807376241;30;0;0;0;0
650000306;4017807376258;30;0;0;0;0
650000307;4017807376265;30;0;0;0;0
650000331;4017807376272;30;0;0;0;0
650100106;4017807376302;30;0;0;0;0
650100107;4017807376319;30;0;0;0;0
650100108;4017807376326;30;0;0;0;0
650100131;4017807376296;30;0;0;0;0
650100306;4017807376333;30;0;0;0;0
650100307;4017807376340;30;0;0;0;0
650100331;4017807376357;30;0;0;0;0
650210106;4017807376388;30;0;0;0;0
650210107;4017807376395;30;0;0;0;0
650210131;4017807376371;30;0;0;0;0
650210306;4017807376418;30;0;0;0;0
650210307;4017807376425;30;0;0;0;0
650210331;4017807376432;30;0;0;0;0
650310106;4017807376463;30;0;0;0;0
650310107;4017807376470;30;0;0;0;0
650310131;4017807376456;30;0;0;0;0
650310306;4017807376494;30;0;0;0;0
650310307;4017807376500;30;0;0;0;0
650310331;4017807376517;30;0;0;0;0
650410106;4017807376630;30;0;0;0;0
650410107;4017807376647;30;0;0;0;0
650410131;4017807376623;30;0;0;0;0
650410306;4017807376661;40;0;0;0;0
650410307;4017807376678;40;0;0;0;0
650410331;4017807376685;40;0;0;0;0
650510106;4017807376753;30;0;0;0;0
650510107;4017807376760;30;0;0;0;0
650510131;4017807376722;30;0;0;0;0
650510306;4017807376838;40;0;0;0;0
650510307;4017807376845;40;0;0;0;0
650510331;4017807376852;40;0;0;0;0
650610106;4017807376869;30;0;0;0;0
650610107;4017807376876;30;0;0;0;0
650610131;4017807376890;30;0;0;0;0
650610306;4017807376906;30;0;0;0;0
650610307;4017807376913;30;0;0;0;0
650610331;4017807376920;30;0;0;0;0
650710106;4017807376937;30;0;0;0;0
650710107;4017807376944;30;0;0;0;0
650710131;4017807376951;30;0;0;0;0
650710306;4017807376975;30;0;0;0;0
650710307;4017807376968;30;0;0;0;0
650710331;4017807376982;30;0;0;0;0
650910106;4017807376999;40;0;0;0;0
222160142;4017807377323;30;0;0;0;0
672610331;4017807377477;40;0;0;0;0
650000132;4017807378061;30;0;0;0;0
650100132;4017807378078;30;0;0;0;0
650410132;4017807378030;30;0;0;0;0
650510132;4017807378085;30;0;0;0;0
255410207;4017807415162;30;0;0;0;0
274510107;4017807381559;30;0;0;0;0
629010101;4017807381511;40;0;0;0;0
608300307;4017807510652;25;0;0;0;0
608300308;4017807510669;25;0;0;0;0
222370231;4017807387025;30;0;0;0;0
222370232;4017807387032;30;0;0;0;0
223210107;4017807386967;40;0;0;0;0
223210131;4017807386974;30;0;0;0;0
223210132;4017807386981;30;0;0;0;0
223210207;4017807386998;40;0;0;0;0
223210231;4017807387001;40;0;0;0;0
223210232;4017807387018;40;0;0;0;0
222270231;4017807387414;30;0;0;0;0
222270232;4017807387421;30;0;0;0;0
609800431;4017807387704;30;0;0;0;0
609800432;4017807387711;30;0;0;0;0
226860287;4017807387971;40;0;0;0;0
100800632;4017807388534;40;0;0;0;0
208870132;4017807388473;30;0;0;0;0
673210231;4017807388404;40;0;0;0;0
673210306;4017807388411;30;0;0;0;0
226669242;4017807388817;30;0;0;0;0
226660242;4017807388893;30;0;0;0;0
601500507;4017807388862;40;0;0;0;0
651914001;4017807389609;30;0;0;0;0
651915501;4017807389616;30;0;0;0;0
274770107;4017807390049;30;0;0;0;0
274770132;4017807390056;30;0;0;0;0
651110207;4017807425291;30;0;0;0;0
651210507;4017807389753;30;0;0;0;0
656010100;4017807389845;30;0;0;0;0
656010101;4017807389838;40;0;0;0;0
656090100;4017807389869;30;0;0;0;0
658810101;4017807389876;40;0;0;0;0
283500106;4017807513967;30;0;0;0;0
283500132;4017807513998;30;0;0;0;0
283600406;4017807514018;30;0;0;0;0
605400541;4017807391039;30;0;0;0;0
671610307;4017807391237;30;0;0;0;0
671610331;4017807391244;30;0;0;0;0
608200279;4017807392531;30;0;0;0;0
620210206;4017807392449;40;0;0;0;0
674610507;4017807385786;30;0;0;0;0
606100232;4017807394511;40;0;0;0;0
606100332;4017807394535;40;0;0;0;0
283370206;4017807395198;40;0;0;0;0
283370207;4017807395204;40;0;0;0;0
200400100;4017807398694;30;0;0;0;0
201200100;4017807398632;30;0;0;0;0
209100107;4017807398564;30;0;0;0;0
209100108;4017807398571;30;0;0;0;0
600400100;4017807398656;30;0;0;0;0
600400200;4017807398663;30;0;0;0;0
601200100;4017807398601;30;0;0;0;0
601200200;4017807398618;30;0;0;0;0
676611031;4017807398533;30;0;0;0;0
676615031;4017807398519;30;0;0;0;0
676617531;4017807398526;30;0;0;0;0
602300301;4017807399578;30;0;0;0;0
602300345;4017807399585;30;0;0;0;0
602300394;4017807399592;30;0;0;0;0
603201032;4017807399523;40;0;0;0;0
693900517;4017807399547;30;0;0;0;0
222570207;4017807399899;40;0;0;0;0
222570231;4017807399875;30;0;0;0;0
222570232;4017807399882;30;0;0;0;0
623810431;4017807399806;30;0;0;0;0
627514000;4017807401837;30;0;0;0;0
627516000;4017807401820;30;0;0;0;0
202000142;4017807432893;30;0;0;0;0
225172924;4017807404517;30;0;0;0;0
225172931;4017807404555;30;0;0;0;0
225174724;4017807404586;30;0;0;0;0
225174731;4017807404593;30;0;0;0;0
208070131;4017807407235;30;0;0;0;0
208070132;4017807407242;30;0;0;0;0
223669142;4017807408492;40;0;0;0;0
226560242;4017807408539;30;0;0;0;0
212400201;4017807408799;30;0;0;0;0
212400207;4017807408850;30;0;0;0;0
212400224;4017807408867;30;0;0;0;0
212400232;4017807408812;30;0;0;0;0
250110232;4017807409505;40;0;0;0;0
693900417;4017807409451;30;0;0;0;0
201000101;4017807409642;30;0;0;0;0
201100201;4017807409666;30;0;0;0;0
222260124;4017807410594;30;0;0;0;0
222260224;4017807410587;30;0;0;0;0
612400501;4017807411614;30;0;0;0;0
612400507;4017807411638;30;0;0;0;0
612400524;4017807411645;40;0;0;0;0
608000331;4017807412598;30;0;0;0;0
608000332;4017807412604;30;0;0;0;0
229210207;4017807413304;30;0;0;0;0
229210231;4017807413281;30;0;0;0;0
229210232;4017807413298;30;0;0;0;0
608900331;4017807413717;30;0;0;0;0
204160124;4017807413939;30;0;0;0;0
204160142;4017807413946;30;0;0;0;0
201860142;4017807433210;30;0;0;0;0
201860186;4017807433227;30;0;0;0;0
226160142;4017807490442;30;0;0;0;0
226260142;4017807492545;30;0;0;0;0
274813005;4017807414790;30;0;0;0;0
674814005;4017807414813;40;0;0;0;0
674816005;4017807414837;40;0;0;0;0
602300145;4017807415285;40;0;0;0;0
602300194;4017807415292;40;0;0;0;0
226460231;4017807415605;30;0;0;0;0
226460242;4017807415612;30;0;0;0;0
226460287;4017807415629;30;0;0;0;0
255410231;4017807419726;40;0;0;0;0
223510131;4017807421859;30;0;0;0;0
223510132;4017807421910;30;0;0;0;0
223510231;4017807421965;30;0;0;0;0
223510232;4017807421996;30;0;0;0;0
603500331;4017807422047;30;0;0;0;0
603500332;4017807422054;30;0;0;0;0
625010105;4017807422641;30;0;0;0;0
625010132;4017807422658;30;0;0;0;0
200600131;4017807462791;40;0;0;0;0
200600132;4017807462821;30;0;0;0;0
609400317;4017807423730;30;0;0;0;0
629010107;4017807423426;30;0;0;0;0
629010132;4017807423419;40;0;0;0;0
622610431;4017807424270;30;0;0;0;0
622610432;4017807424287;30;0;0;0;0
651110232;4017807425314;30;0;0;0;0
608900342;4017807425475;30;0;0;0;0
676210342;4017807425703;30;0;0;0;0
676210407;4017807425734;30;0;0;0;0
676210442;4017807425758;30;0;0;0;0
651700152;4017807425888;30;0;0;0;0
651800152;4017807425901;30;0;0;0;0
652100152;4017807425925;30;0;0;0;0
652200152;4017807425949;30;0;0;0;0
612900131;4017807426441;30;0;0;0;0
612900132;4017807426465;30;0;0;0;0
612900231;4017807426526;30;0;0;0;0
612900232;4017807426533;30;0;0;0;0
612900431;4017807426588;30;0;0;0;0
612900432;4017807426595;30;0;0;0;0
607601206;4017807426885;30;0;0;0;0
613000131;4017807426908;30;0;0;0;0
613000132;4017807426915;30;0;0;0;0
613000231;4017807426922;30;0;0;0;0
613000232;4017807426939;30;0;0;0;0
613000431;4017807426977;30;0;0;0;0
613000432;4017807426984;30;0;0;0;0
652310106;4017807427660;30;0;0;0;0
652310131;4017807427677;30;0;0;0;0
652410106;4017807427684;30;0;0;0;0
652410131;4017807427691;30;0;0;0;0
652510106;4017807427707;30;0;0;0;0
652510131;4017807427714;30;0;0;0;0
652610106;4017807427721;30;0;0;0;0
652610131;4017807427738;30;0;0;0;0
621710107;4017807430509;30;0;0;0;0
621710142;4017807430516;30;0;0;0;0
678513001;4017807431070;30;0;0;0;0
678613001;4017807431087;40;0;0;0;0
673810206;4017807433333;30;0;0;0;0
673810232;4017807433364;30;0;0;0;0
673890206;4017807433371;30;0;0;0;0
673890232;4017807433388;30;0;0;0;0
225172942;4017807433401;30;0;0;0;0
225174742;4017807433425;30;0;0;0;0
603300101;4017807433784;30;0;0;0;0
603390101;4017807433807;40;0;0;0;0
603400101;4017807433791;40;0;0;0;0
676310131;4017807434057;40;0;0;0;0
676319131;4017807528138;25;0;0;0;0
625501287;4017807434903;40;0;0;0;0
625501887;4017807434910;40;0;0;0;0
625601287;4017807434941;40;0;0;0;0
625601887;4017807434958;40;0;0;0;0
224060142;4017807434330;30;0;0;0;0
224060242;4017807434347;30;0;0;0;0
657414007;4017807434521;30;0;0;0;0
657416007;4017807434552;30;0;0;0;0
657494007;4017807434415;30;0;0;0;0
657496007;4017807434439;30;0;0;0;0
679210106;4017807440348;30;0;0;0;0
223910167;4017807441147;30;0;0;0;0
672610332;4017807441208;30;0;0;0;0
673210332;4017807441192;30;0;0;0;0
223710130;4017807441871;30;0;0;0;0
223790130;4017807441895;30;0;0;0;0
673916007;4017807452594;30;0;0;0;0
673916032;4017807441437;30;0;0;0;0
673918007;4017807452617;30;0;0;0;0
673918032;4017807441468;30;0;0;0;0
201360124;4017807442007;30;0;0;0;0
201360142;4017807442014;30;0;0;0;0
201760124;4017807442021;30;0;0;0;0
201760186;4017807442038;40;0;0;0;0
201960124;4017807442045;30;0;0;0;0
201960142;4017807442052;30;0;0;0;0
202360142;4017807442069;30;0;0;0;0
627710432;4017807442182;30;0;0;0;0
201860242;4017807442410;30;0;0;0;0
201860286;4017807442427;30;0;0;0;0
601860242;4017807442397;30;0;0;0;0
601860286;4017807442403;30;0;0;0;0
205570167;4017807442540;30;0;0;0;0
205570267;4017807442564;30;0;0;0;0
605500467;4017807442588;30;0;0;0;0
650610132;4017807442595;30;0;0;0;0
650710132;4017807442601;30;0;0;0;0
606903032;4017807512069;30;0;0;0;0
606905032;4017807512038;30;0;0;0;0
204960142;4017807445169;30;0;0;0;0
671310105;4017807445329;30;0;0;0;0
671310142;4017807445312;30;0;0;0;0
201760142;4017807445411;30;0;0;0;0
202760124;4017807445589;30;0;0;0;0
202760178;4017807445602;30;0;0;0;0
227560224;4017807445428;40;0;0;0;0
227660286;4017807445527;40;0;0;0;0
627710532;4017807448184;30;0;0;0;0
620010407;4017807449525;30;0;0;0;0
620010442;4017807449495;30;0;0;0;0
202360124;4017807449891;30;0;0;0;0
202760142;4017807449884;30;0;0;0;0
226460286;4017807449952;40;0;0;0;0
279570931;4017807450460;40;0;0;0;0
279570932;4017807450538;40;0;0;0;0
674610707;4017807450224;30;0;0;0;0
679511531;4017807450712;40;0;0;0;0
679511532;4017807450767;30;0;0;0;0
623710130;4017807451184;30;0;0;0;0
627710405;4017807451702;30;0;0;0;0
627710505;4017807451658;30;0;0;0;0
671310131;4017807451832;30;0;0;0;0
223910132;4017807451955;30;0;0;0;0
620010431;4017807452204;30;0;0;0;0
673916031;4017807452235;30;0;0;0;0
673918031;4017807452259;30;0;0;0;0
204260242;4017807453171;30;0;0;0;0
204269242;4017807453195;30;0;0;0;0
676160224;4017807453430;40;0;0;0;0
676160278;4017807453447;40;0;0;0;0
676960131;4017807453393;30;0;0;0;0
676960142;4017807453416;30;0;0;0;0
821660107;4017807453287;30;0;0;0;0
821660207;4017807453348;30;0;0;0;0
821669107;4017807453300;30;0;0;0;0
821669207;4017807453379;30;0;0;0;0
224910231;4017807454413;30;0;0;0;0
224910232;4017807454437;30;0;0;0;0
604900331;4017807454284;30;0;0;0;0
652610342;4017807453751;30;0;0;0;0
652690342;4017807453768;30;0;0;0;0
652710307;4017807453799;30;0;0;0;0
604900332;4017807454307;30;0;0;0;0
604900631;4017807454345;30;0;0;0;0
604900632;4017807454369;30;0;0;0;0
621210107;4017807453980;30;0;0;0;0
621290107;4017807453997;30;0;0;0;0
652610307;4017807453881;30;0;0;0;0
652690307;4017807453898;30;0;0;0;0
275510207;4017807455830;30;0;0;0;0
275510231;4017807455816;40;0;0;0;0
275510232;4017807455823;30;0;0;0;0
674410307;4017807455854;30;0;0;0;0
674410342;4017807455847;30;0;0;0;0
675510507;4017807455779;30;0;0;0;0
675510531;4017807455755;40;0;0;0;0
675510532;4017807455762;30;0;0;0;0
651500131;4017807455915;30;0;0;0;0
651500132;4017807455939;30;0;0;0;0
651600131;4017807455946;30;0;0;0;0
651600132;4017807455977;30;0;0;0;0
651600231;4017807456011;30;0;0;0;0
651600232;4017807455991;35;0;0;0;0
651600331;4017807456035;30;0;0;0;0
651600332;4017807456059;30;0;0;0;0
675710200;4017807456349;40;0;0;0;0
675719200;4017807456363;40;0;0;0;0
623210242;4017807460070;40;0;0;0;0
623210442;4017807460032;40;0;0;0;0
200200131;4017807463002;40;0;0;0;0
200200132;4017807463019;30;0;0;0;0
200300131;4017807462975;40;0;0;0;0
200300132;4017807462982;30;0;0;0;0
621210108;4017807461121;30;0;0;0;0
621290108;4017807461138;30;0;0;0;0
253310105;4017807464443;30;0;0;0;0
253310131;4017807464481;30;0;0;0;0
253310132;4017807464528;30;0;0;0;0
250810207;4017807464627;40;0;0;0;0
250810231;4017807464634;40;0;0;0;0
250810232;4017807464641;40;0;0;0;0
610400431;4017807465747;40;0;0;0;0
224210102;4017807465914;30;0;0;0;0
224290102;4017807465921;30;0;0;0;0
671710442;4017807466959;40;0;0;0;0
671710479;4017807466935;40;0;0;0;0
671710742;4017807466867;40;0;0;0;0
671710779;4017807466881;40;0;0;0;0
600600331;4017807467352;30;0;0;0;0
600600342;4017807467369;30;0;0;0;0
225271007;4017807468823;30;0;0;0;0
225271031;4017807468830;30;0;0;0;0
225271507;4017807468878;30;0;0;0;0
225271531;4017807468885;30;0;0;0;0
225272007;4017807468908;30;0;0;0;0
225272031;4017807468915;30;0;0;0;0
652810331;4017807469189;40;0;0;0;0
652810332;4017807469196;40;0;0;0;0
624610132;4017807470918;40;0;0;0;0
624610179;4017807470925;40;0;0;0;0
679110032;4017807471069;30;0;0;0;0
679112132;4017807471021;30;0;0;0;0
679114232;4017807471045;30;0;0;0;0
76390201;4017807472110;30;0;0;0;0
76390211;4017807472127;30;0;0;0;0
624610131;4017807472905;40;0;0;0;0
652810531;4017807472929;40;0;0;0;0
652810532;4017807472936;40;0;0;0;0
625710207;4017807473223;40;0;0;0;0
625710231;4017807473230;40;0;0;0;0
625710242;4017807473247;40;0;0;0;0
652710342;4017807473339;30;0;0;0;0
