"Item number","Product name (English)",Category,"Web category",Colli,box,"Country of origin","Related products","Last updated",Status,Inventory,"Inventory incl. future deliveries","Date available","Must be assembled","Master box length (cm)","Master box width (cm)","Master box height (cm)","Product box length (cm)","Product box width (cm)","Product box height (cm)",CBM,"CBM - Product","Suitable for package shipment","Wholesale price (EUR)","Retail price (EUR)",EAN,Materials,FSC,Colour,Size,"Net weight (g)","Gross weight (g)","Wattage (W)",Socket,"CE approved","CCC approved","Longevity (hrs)",Kelvin,"Cable length (cm)",Dimmable,"Incl. Bulb",Battery,"Image URL",Packshots01,Packshots02,Packshots03,Packshots04,Packshots05,Packshots06,Packshots07,Packshots08,Packshots09,Packshots10,Close-ups01,Close-ups02,Close-ups03,Close-ups04,Close-ups05,Close-ups06,Close-ups07,Close-ups08,Close-ups09,Close-ups10,Styleshots01,Styleshots02,Styleshots03,Styleshots04,Styleshots05,Styleshots06,Styleshots07,Styleshots08,Styleshots09,Styleshots10,"Plug type",Connection,"Link - CE certificate",Diameter
600803,"Cushion w/filler, cotton, blue/white","General,Textiles,TextilesFilled","Textiles - Cushions",4,12,India,600804,"31.01.2022 23:05","To be discontinued",84,84,31.01.2022,No,50,50,43,50,50,43,"0,108","0,009",Yes,"17,00","48,00",5712772068649,"Cotton (100%)",No,"Blue,White",45x45cm,300,330,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/600803.jpg,https://images.hubsch-interior.com/images/600803.jpg,,,,,,,,,,,,,,,,,,,,https://images.hubsch-interior.com/images/hubsch_ss19_272.jpg,,,,,,,,,,,,,0
600804,"Cushion w/filler, cotton, pink/white","General,Textiles,TextilesFilled","Textiles - Cushions",4,12,India,600803,"31.01.2022 23:05","To be discontinued",203,203,31.01.2022,No,50,50,43,50,50,43,"0,108","0,009",Yes,"17,00","48,00",5712772068656,"Cotton (100%)",No,"Pink,White",45x45cm,300,330,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/600804.jpg,https://images.hubsch-interior.com/images/600804.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
600903,"Stitch Cushion Blue/Red","General,Textiles,TextilesFilled","Textiles - Cushions",4,8,India,"600904,600905","31.01.2022 23:05","To be discontinued",88,88,31.01.2022,No,85,55,28,85,55,28,"0,131","0,016",Yes,"20,50","57,00",5712772071021,"Cotton (100%)",No,"Blue,Bordeaux,Red",50x80cm,1.430,1.573,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/600903.jpg,https://images.hubsch-interior.com/images/600903.jpg,,,,,,,,,,,,,,,,,,,,https://images.hubsch-interior.com/images/hubsch_aw19_64.jpg,https://images.hubsch-interior.com/images/hubsch_aw19_72.jpg,,,,,,,,,,,,0
600904,"Stitch Cushion Blue/Bordeaux/Rose","General,Textiles,TextilesFilled","Textiles - Cushions",4,8,India,"600901,600903,600905","31.01.2022 23:05","To be discontinued",323,323,31.01.2022,No,65,45,38,65,45,38,"0,111","0,014",Yes,"20,50","57,00",5712772071038,"Cotton (100%)",No,"Blue,Bordeaux,Pink",60x40cm,980,1.078,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/600904.jpg,https://images.hubsch-interior.com/images/600904.jpg,,,,,,,,,,,,,,,,,,,,https://images.hubsch-interior.com/images/hubsch_aw19_90.jpg,,,,,,,,,,,,,0
600905,"Cushion w/filler, cotton, rose/white","General,Textiles,TextilesFilled","Textiles - Cushions",4,8,India,"600903,600904","31.01.2022 23:05","To be discontinued",43,43,31.01.2022,No,85,55,28,85,55,28,"0,131","0,016",Yes,"20,50","57,00",5712772071045,"Cotton (100%)",No,"Pink,White",50x80cm,1.390,1.529,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/600905.jpg,https://images.hubsch-interior.com/images/600905.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
601101,"Wave Cushion Blue/Orange","General,Textiles,TextilesFilled","Textiles - Cushions",4,44,India,,"31.01.2022 23:05","To be discontinued",131,131,31.01.2022,No,55,55,38,55,55,38,"0,115","0,003",Yes,"23,50","66,00",5712772071861,"Cotton (100%)",No,"Blue,Orange",50x50cm,500,550,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/601101.jpg,https://images.hubsch-interior.com/images/601101.jpg,,,,,,,,,,,,,,,,,,,,https://images.hubsch-interior.com/images/hubsch_ss20_125.jpg,,,,,,,,,,,,,0
640113,"Teapot w/5 cups, ceramics, white","General,Kitchen",,4,4,China,"338003,640509","31.01.2022 23:05","To be discontinued",104,104,31.01.2022,No,0,0,0,0,0,0,"0,000","0,000",No,"26,50","74,00",5712772046821,Ceramics,No,White,"ø13xh10, ø7xh7cm",1.340,1.474,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/640113.jpg,https://images.hubsch-interior.com/images/640113.jpg,,,,,,,,,,,,,,,,,,,,https://images.hubsch-interior.com/images/hubsch_ss19_398.jpg,,,,,,,,,,,,,"13, 7"
640304,"Tealight holder, porcelain, white, s/2","General,Sets","Candlesticks & lanterns - Candlesticks",8,8,China,420409,"31.01.2022 23:05","To be discontinued",34,34,31.01.2022,No,0,0,0,0,0,0,"0,000","0,000",,"11,50","32,00",5712772057049,Porcelain,No,White,ø12xh9cm,220,242,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/640304.jpg,https://images.hubsch-interior.com/images/640304.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12
640505,"Gem candlestick, small",General,"Candlesticks & lanterns - Candlesticks",12,48,China,,"31.01.2022 23:05","To be discontinued",345,1065,31.01.2022,No,44,29,26,14,14,7,"0,033","0,001",Yes,"10,00","28,00",5712772062609,Crystal,No,Clear,ø6xh6cm,800,880,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/640505.jpg,https://images.hubsch-interior.com/images/640505.jpg,,,,,,,,,,,,,,,,,,,,https://images.hubsch-interior.com/images/hubsch_ss19_351.jpg,https://images.hubsch-interior.com/images/hubsch_ss19_426.jpg,,,,,,,,,,,,6
640925,"Beak Clips (set of 8)","General,Sets","Workspace - Stationery",8,96,China,"640923,640924","31.01.2022 23:05","To be discontinued",84,84,31.01.2022,,50,28,32,24,13,10,"0,045","0,000",,"17,50","49,00",5712772071380,"Brass,Iron",No,Brass,12x2x3cm,291,320,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/640925.jpg,https://images.hubsch-interior.com/images/640925.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
660312,"Near Vases Smoked (set of 2)","General,Glass,Sets,Vases","Vases - Glass vases",6,6,China,660313,"31.01.2022 23:05","To be discontinued",93,93,31.01.2022,No,53,36,25,20,17,21,"0,048","0,008",Yes,"25,00","70,00",5712772056448,Glass,No,Smoked,"ø13xh18, ø16xh20cm",100,110,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/660312.jpg,https://images.hubsch-interior.com/images/660312.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13, 16"
660313,"Near Vases Blue (set of 2)","General,Glass,Vases,Sets","Vases - Glass vases",6,6,China,660312,"31.01.2022 23:05","To be discontinued",63,63,31.01.2022,No,53,36,25,20,17,21,"0,048","0,008",Yes,"25,00","70,00",5712772056455,Glass,No,Blue,"ø13xh18, ø16xh20cm",100,110,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/660313.jpg,https://images.hubsch-interior.com/images/660313.jpg,,,,,,,,,,,,,,,,,,,,https://images.hubsch-interior.com/images/hubsch_ss19_492.jpg,,,,,,,,,,,,,"13, 16"
660801,"True Vase Brown","General,Glass,Vases","Vases - Glass vases",6,6,China,"480802,950501","31.01.2022 23:05",Active,224,224,31.01.2022,No,46,32,34,14,14,31,"0,050","0,008",Yes,"16,00","45,00",5712772068212,Glass,No,Brown,ø14xh30cm,950,1.000,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/660801.jpg,https://images.hubsch-interior.com/images/660801.jpg,,,,,,,,,,,,,,,,,,,,https://images.hubsch-interior.com/images/hubsch_ss19_266.jpg,,,,,,,,,,,,,14
660802,"True Vase Smoked","General,Glass,Vases","Vases - Glass vases",6,6,China,"950501,950502","31.01.2022 23:05","To be discontinued",749,749,31.01.2022,No,42,29,22,13,13,19,"0,027","0,004",Yes,"9,40","26,00",5712772068229,Glass,No,Smoked,ø12xh19cm,600,660,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/660802.jpg,https://images.hubsch-interior.com/images/660802.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12
660805,"Ivy Vase","General,Glass,Vases","Vases - Glass vases",4,4,China,"180904,480802","31.01.2022 23:05","To be discontinued",0,576,05.06.2022,No,37,22,27,19,8,24,"0,022","0,005",Yes,"19,00","53,00",5712772068250,Glass,No,Amber,18x8xh23cm,1.200,1.320,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/660805.jpg,https://images.hubsch-interior.com/images/660805.jpg,,,,,,,,,,,,,,,,,,,,https://images.hubsch-interior.com/images/hubsch_ss19_290.jpg,https://images.hubsch-interior.com/images/hubsch_ss19_265.jpg,,,,,,,,,,,,0
660808,"Arctic Drinking Glass 25Cl","General,Glass,Kitchen,Vases","Kitchen accessories - Tableware",24,24,China,"480105,660809,918007","31.01.2022 23:05",Active,2080,2080,31.01.2022,No,32,24,29,22,15,14,"0,022","0,001",Yes,"2,80","8,00",5712772068281,Glass,No,Iridescent,ø7xh13cm,200,220,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/660808.jpg,https://images.hubsch-interior.com/images/660808.jpg,,,,,,,,,,,,,,,,,,,,https://images.hubsch-interior.com/images/hubsch_ss19_301.jpg,,,,,,,,,,,,,7
660809,"Arctic Drinking Glass 28Cl","General,Glass,Kitchen,Vases","Kitchen accessories - Tableware",24,24,China,"480304,660808,918008","31.01.2022 23:05",Active,1617,1617,31.01.2022,No,40,30,23,28,19,10,"0,028","0,001",Yes,"2,80","8,00",5712772068298,Glass,No,Iridescent,ø9xh10cm,200,220,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/660809.jpg,https://images.hubsch-interior.com/images/660809.jpg,,,,,,,,,,,,,,,,,,,,https://images.hubsch-interior.com/images/hubsch_ss19_294.jpg,https://images.hubsch-interior.com/images/hubsch_ss19_254.jpg,https://images.hubsch-interior.com/images/hubsch_ss20_95.jpg,https://images.hubsch-interior.com/images/hubsch_ss20_94.jpg,,,,,,,,,,9
660901,"Rue Vase","General,Glass,Vases","Vases - Glass vases",6,6,China,"280801,280803,480802","31.01.2022 23:05",Active,587,587,31.01.2022,No,54,37,20,17,17,17,"0,040","0,007",Yes,"13,00","36,00",5712772069929,Glass,No,Amber,ø16xh16cm,800,880,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/660901.jpg,https://images.hubsch-interior.com/images/660901.jpg,,,,,,,,,,,,,,,,,,,,https://images.hubsch-interior.com/images/hubsch_aw19_72.jpg,https://images.hubsch-interior.com/images/hubsch_aw21_008.jpg,https://images.hubsch-interior.com/images/hubsch_aw19_87.jpg,https://images.hubsch-interior.com/images/hubsch_aw21_007.jpg,https://images.hubsch-interior.com/images/hubsch_aw19_107.jpg,,,,,,,,,16
660902,"Sculpt Vase","General,Glass,Vases","Vases - Glass vases",4,4,China,"660803,660804,660903","31.01.2022 23:05",Active,439,439,31.01.2022,No,42,42,34,20,20,31,"0,060","0,015",Yes,"20,50","57,00",5712772069936,Glass,No,"Clear,Frosted",ø19xh30cm,900,960,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/660902.jpg,https://images.hubsch-interior.com/images/660902.jpg,,,,,,,,,,,,,,,,,,,,https://images.hubsch-interior.com/images/hubsch_aw19_110.jpg,,,,,,,,,,,,,19
660904,"Circle Vases (set of 2)","General,Glass,Sets,Vases","Vases - Glass vases",4,4,China,660914,"31.01.2022 23:05",Active,1,593,05.06.2022,No,53,29,39,25,13,36,"0,060","0,015",Yes,"34,00","88,00",5712772069950,Glass,No,Smoked,"ø12xh35, ø12xh35cm",1.600,1.760,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/660904.jpg,https://images.hubsch-interior.com/images/660904.jpg,,,,,,,,,,,,,,,,,,,,https://images.hubsch-interior.com/images/hubsch_aw19_105.jpg,https://images.hubsch-interior.com/images/hubsch_aw19_101.jpg,,,,,,,,,,,,"12,  12"
660906,"Pop Storage Jars Small Frost (set of 2)","General,Kitchen,Glass,Vases,Sets","Storage - Jars",6,6,China,"660907,660908,660909,660912","31.01.2022 23:05","To be discontinued",1095,1095,31.01.2022,No,33,27,15,15,8,12,"0,013","0,002",Yes,"13,00","36,00",5712772069974,Glass,No,Frosted,"ø7xh7, ø7xh11cm",270,295,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/660906.jpg,https://images.hubsch-interior.com/images/660906.jpg,,,,,,,,,,,,,,,,,,,,https://images.hubsch-interior.com/images/hubsch_ss21_056.jpg,https://images.hubsch-interior.com/images/hubsch_aw22_163.jpg,https://images.hubsch-interior.com/images/hubsch_ss21_048.jpg,https://images.hubsch-interior.com/images/hubsch_aw22_024.jpg,https://images.hubsch-interior.com/images/hubsch_ss21_002.jpg,https://images.hubsch-interior.com/images/hubsch_aw19_93.jpg,https://images.hubsch-interior.com/images/hubsch_ss21_011.jpg,https://images.hubsch-interior.com/images/hubsch_aw19_110.jpg,https://images.hubsch-interior.com/images/hubsch_aw19_115.jpg,,,,,"7,  7"
660907,"Pop Storage Jars Small Amber (set of 2)","General,Kitchen,Glass,Vases,Sets","Storage - Jars",6,6,China,"660908,660909,660911","31.01.2022 23:05","To be discontinued",967,967,31.01.2022,No,33,27,15,15,8,12,"0,013","0,002",Yes,"13,00","36,00",5712772069981,Glass,No,Amber,"ø7xh7, ø7xh11cm",270,295,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/660907.jpg,https://images.hubsch-interior.com/images/660907.jpg,,,,,,,,,,,,,,,,,,,,https://images.hubsch-interior.com/images/hubsch_aw19_115.jpg,https://images.hubsch-interior.com/images/hubsch_aw22_163.jpg,https://images.hubsch-interior.com/images/hubsch_aw22_024.jpg,,,,,,,,,,,"7,  7"
660908,"Pop Storage Jars Small Pink (set of 2)","General,Kitchen,Glass,Vases,Sets","Storage - Jars",6,6,China,"660906,660907,660909,660910","31.01.2022 23:05","To be discontinued",956,956,31.01.2022,No,33,27,15,15,8,12,"0,013","0,002",Yes,"13,00","36,00",5712772069998,Glass,No,Pink,"ø7xh7, ø7xh11cm",270,295,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/660908.jpg,https://images.hubsch-interior.com/images/660908.jpg,,,,,,,,,,,,,,,,,,,,https://images.hubsch-interior.com/images/hubsch_aw22_024.jpg,https://images.hubsch-interior.com/images/hubsch_aw19_115.jpg,https://images.hubsch-interior.com/images/hubsch_ss20_144.jpg,https://images.hubsch-interior.com/images/hubsch_aw22_163.jpg,,,,,,,,,,"7,  7"
660909,"Pop Storage Jars Small Blue (set of 2)","General,Kitchen,Glass,Vases,Sets","Storage - Jars",6,6,China,"660906,660907,660908,660913","31.01.2022 23:05","To be discontinued",829,829,31.01.2022,No,33,27,15,15,8,12,"0,013","0,002",Yes,"13,00","36,00",5712772070000,Glass,No,Blue,"ø7xh7, ø7xh11cm",270,295,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/660909.jpg,https://images.hubsch-interior.com/images/660909.jpg,,,,,,,,,,,,,,,,,,,,https://images.hubsch-interior.com/images/hubsch_aw22_024.jpg,https://images.hubsch-interior.com/images/hubsch_aw19_115.jpg,https://images.hubsch-interior.com/images/hubsch_aw22_163.jpg,https://images.hubsch-interior.com/images/hubsch_aw21_134.jpg,https://images.hubsch-interior.com/images/hubsch_aw19_92.jpg,,,,,,,,,"7,  7"
660910,"Pop Storage Jars Large Pink (set of 2)","General,Kitchen,Glass,Vases,Sets","Storage - Jars",6,6,China,"660908,660911,660912,660913","31.01.2022 23:05","To be discontinued",203,203,31.01.2022,No,43,34,22,20,10,19,"0,032","0,005",Yes,"16,00","45,00",5712772070017,Glass,No,Pink,"ø9xh13, ø10xh19cm",610,670,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/660910.jpg,https://images.hubsch-interior.com/images/660910.jpg,,,,,,,,,,,,,,,,,,,,https://images.hubsch-interior.com/images/hubsch_aw19_92.jpg,https://images.hubsch-interior.com/images/hubsch_aw22_024.jpg,https://images.hubsch-interior.com/images/hubsch_aw19_115.jpg,https://images.hubsch-interior.com/images/hubsch_aw21_014.jpg,https://images.hubsch-interior.com/images/hubsch_aw21_094.jpg,https://images.hubsch-interior.com/images/hubsch_aw21_096.jpg,,,,,,,,"9,  10"
660911,"Pop Storage Jars Large Amber (set of 2)","General,Kitchen,Glass,Vases,Sets","Storage - Jars",6,6,China,"660907,660910,660912,660913","31.01.2022 23:05","To be discontinued",406,406,31.01.2022,No,43,34,22,20,10,19,"0,032","0,005",Yes,"16,00","45,00",5712772070024,Glass,No,Amber,"ø9xh13, ø10xh19cm",610,670,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/660911.jpg,https://images.hubsch-interior.com/images/660911.jpg,,,,,,,,,,,,,,,,,,,,https://images.hubsch-interior.com/images/hubsch_aw22_089.jpg,https://images.hubsch-interior.com/images/hubsch_aw22_024.jpg,https://images.hubsch-interior.com/images/hubsch_aw21_026.jpg,https://images.hubsch-interior.com/images/hubsch_aw22_160.jpg,https://images.hubsch-interior.com/images/hubsch_aw22_159.jpg,https://images.hubsch-interior.com/images/hubsch_aw19_106.jpg,https://images.hubsch-interior.com/images/hubsch_aw19_93.jpg,https://images.hubsch-interior.com/images/hubsch_aw19_77.jpg,https://images.hubsch-interior.com/images/hubsch_aw19_115.jpg,https://images.hubsch-interior.com/images/hubsch_aw22_142.jpg,,,,"9,  10"
660912,"Pop Storage Jars Large Frost (set of 2)","General,Kitchen,Glass,Vases,Sets","Storage - Jars",6,6,China,"660906,660910,660911,660913","31.01.2022 23:05","To be discontinued",1174,1174,31.01.2022,No,43,34,22,20,10,19,"0,032","0,005",Yes,"16,00","45,00",5712772070031,Glass,No,Frosted,"ø9xh13, ø10xh19cm",610,670,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/660912.jpg,https://images.hubsch-interior.com/images/660912.jpg,,,,,,,,,,,,,,,,,,,,https://images.hubsch-interior.com/images/hubsch_ss21_043.jpg,https://images.hubsch-interior.com/images/hubsch_aw21_027.jpg,https://images.hubsch-interior.com/images/hubsch_aw22_140.jpg,https://images.hubsch-interior.com/images/hubsch_aw21_134.jpg,https://images.hubsch-interior.com/images/hubsch_aw19_113.jpg,https://images.hubsch-interior.com/images/hubsch_aw19_110.jpg,https://images.hubsch-interior.com/images/hubsch_aw21_026.jpg,https://images.hubsch-interior.com/images/hubsch_aw21_012.jpg,https://images.hubsch-interior.com/images/hubsch_aw19_104.jpg,https://images.hubsch-interior.com/images/hubsch_ss20_141.jpg,,,,"9,  10"
660913,"Pop Storage Jars Large Blue (set of 2)","General,Kitchen,Glass,Vases,Sets","Storage - Jars",6,6,China,"660909,660910,660911,660912","31.01.2022 23:05","To be discontinued",864,864,31.01.2022,No,43,34,22,20,10,19,"0,032","0,005",Yes,"16,00","45,00",5712772070048,Glass,No,Blue,"ø9xh13, ø10xh19cm",610,670,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/660913.jpg,https://images.hubsch-interior.com/images/660913.jpg,,,,,,,,,,,,,,,,,,,,https://images.hubsch-interior.com/images/hubsch_aw21_141.jpg,https://images.hubsch-interior.com/images/hubsch_aw21_094.jpg,https://images.hubsch-interior.com/images/hubsch_aw19_115.jpg,https://images.hubsch-interior.com/images/hubsch_aw21_014.jpg,https://images.hubsch-interior.com/images/hubsch_aw21_068.jpg,https://images.hubsch-interior.com/images/hubsch_aw22_024.jpg,,,,,,,,"9,  10"
660914,"Play Vases (set of 3)","General,Glass,Sets,Vases","Vases - Glass vases",8,4,China,"660904,660905","31.01.2022 23:05","To be discontinued",5,449,05.06.2022,No,35,26,26,23,8,23,"0,024","0,006",Yes,"25,00","70,00",5712772070055,Glass,No,"Amber,Blue,Pink",ø7xh23cm,820,900,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/660914.jpg,https://images.hubsch-interior.com/images/660914.jpg,,,,,,,,,,,,,,,,,,,,https://images.hubsch-interior.com/images/hubsch_aw19_75.jpg,https://images.hubsch-interior.com/images/hubsch_aw19_113.jpg,,,,,,,,,,,,7
660915,"Kiosk Glass Mugs (set of 4)","General,Glass,Kitchen,Sets,Vases","Kitchen accessories - Tableware",6,6,China,800601,"31.01.2022 23:05",Active,167,1367,31.01.2022,No,41,29,34,26,19,10,"0,040","0,007",Yes,"13,00","36,00",5712772070062,Glass,No,"Amber,Blue,Clear,Pink,White",ø10xh13cm,300,330,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/660915.jpg,https://images.hubsch-interior.com/images/660915.jpg,,,,,,,,,,,,,,,,,,,,https://images.hubsch-interior.com/images/hubsch_aw22_065.jpg,https://images.hubsch-interior.com/images/hubsch_ss20_155.jpg,https://images.hubsch-interior.com/images/hubsch_aw21_063.jpg,https://images.hubsch-interior.com/images/hubsch_ss21_058.jpg,https://images.hubsch-interior.com/images/hubsch_aw19_108.jpg,https://images.hubsch-interior.com/images/hubsch_aw21_104.jpg,https://images.hubsch-interior.com/images/hubsch_aw21_004.jpg,https://images.hubsch-interior.com/images/hubsch_aw19_100.jpg,https://images.hubsch-interior.com/images/hubsch_aw21_021.jpg,https://images.hubsch-interior.com/images/hubsch_aw19_91.jpg,,,,0
661101,"Flow Bowl Blue","General,Glass,Kitchen","Kitchen accessories - Tableware",12,12,China,,"31.01.2022 23:05",Active,378,378,31.01.2022,No,37,37,27,17,17,8,"0,037","0,003",Yes,"7,20","20,00",5712772071847,Glass,No,"Blue,Clear",ø16xh7cm,210,230,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/661101.jpg,https://images.hubsch-interior.com/images/661101.jpg,,,,,,,,,,,,,,,,,,,,https://images.hubsch-interior.com/images/hubsch_aw21_016.jpg,https://images.hubsch-interior.com/images/hubsch_ss20_161.jpg,https://images.hubsch-interior.com/images/hubsch_ss20_160.jpg,https://images.hubsch-interior.com/images/hubsch_aw21_098.jpg,https://images.hubsch-interior.com/images/hubsch_aw21_084.jpg,,,,,,,,,16
661102,"Flow Bowl Brown","General,Glass,Kitchen","Kitchen accessories - Tableware",12,12,China,,"31.01.2022 23:05",Active,1,793,05.06.2022,No,29,29,21,13,13,6,"0,018","0,001",Yes,"7,20","20,00",5712772071854,Glass,No,"Brown,Clear",ø12xh4cm,190,210,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/661102.jpg,https://images.hubsch-interior.com/images/661102.jpg,,,,,,,,,,,,,,,,,,,,https://images.hubsch-interior.com/images/hubsch_ss20_144.jpg,https://images.hubsch-interior.com/images/hubsch_ss20_115.jpg,https://images.hubsch-interior.com/images/hubsch_ss20_124.jpg,https://images.hubsch-interior.com/images/hubsch_ss20_161.jpg,https://images.hubsch-interior.com/images/hubsch_aw21_014.jpg,https://images.hubsch-interior.com/images/hubsch_ss20_162.jpg,https://images.hubsch-interior.com/images/hubsch_ss20_138.jpg,,,,,,,12
661201,"Show Vase","General,Glass,Kitchen,Vases","Vases - Glass vases",4,4,China,,"31.01.2022 23:05",Active,911,911,31.01.2022,No,53,53,23,26,26,21,"0,065","0,016",Yes,"23,50","66,00",5712772102527,Glass,No,"Amber,Pink",ø25xh20cm,650,710,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/661201.jpg,https://images.hubsch-interior.com/images/661201.jpg,,,,,,,,,,,,,,,,,,,,https://images.hubsch-interior.com/images/hubsch_aw20_170.jpg,https://images.hubsch-interior.com/images/hubsch_aw21_021.jpg,https://images.hubsch-interior.com/images/hubsch_aw21_103.jpg,,,,,,,,,,,25
661203,"Fleur Vases Yellow (set of 3)","General,Glass,Sets,Vases","Vases - Glass vases",6,6,China,,"31.01.2022 23:05",Active,267,867,31.01.2022,No,50,26,25,23,8,22,"0,033","0,005",Yes,"13,00","36,00",5712772102589,Glass,No,Yellow,"ø7xh10, ø7xh15, ø7xh20cm",350,400,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/661203.jpg,https://images.hubsch-interior.com/images/661203.jpg,,,,,,,,,,,,,,,,,,,,https://images.hubsch-interior.com/images/hubsch_aw22_099.jpg,https://images.hubsch-interior.com/images/hubsch_aw22_043.jpg,https://images.hubsch-interior.com/images/hubsch_aw20_131.jpg,https://images.hubsch-interior.com/images/hubsch_aw22_098.jpg,https://images.hubsch-interior.com/images/hubsch_aw20_118.jpg,https://images.hubsch-interior.com/images/hubsch_aw22_095.jpg,,,,,,,,"7, 7, 7"
661204,"Play Vases Round (set of 3)","General,Glass,Sets,Vases","Vases - Glass vases",8,8,China,,"31.01.2022 23:05","To be discontinued",0,456,05.06.2022,No,35,24,25,22,8,11,"0,021","0,003",Yes,"10,50","29,00",5712772102619,Glass,No,Amber,ø7xh10cm,180,220,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/661204.jpg,https://images.hubsch-interior.com/images/661204.jpg,,,,,,,,,,,,,,,,,,,,https://images.hubsch-interior.com/images/hubsch_aw21_020.jpg,https://images.hubsch-interior.com/images/hubsch_aw20_131.jpg,https://images.hubsch-interior.com/images/hubsch_aw20_175.jpg,https://images.hubsch-interior.com/images/hubsch_aw21_084.jpg,,,,,,,,,,7
661205,"Play Vases Tip (set of 3)","General,Glass,Vases,Sets","Vases - Glass vases",8,8,China,,"31.01.2022 23:05","To be discontinued",368,368,31.01.2022,No,39,27,27,24,9,12,"0,028","0,004",Yes,"10,50","29,00",5712772102640,Glass,No,Amber,ø8xh11cm,210,250,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/661205.jpg,https://images.hubsch-interior.com/images/661205.jpg,,,,,,,,,,,,,,,,,,,,https://images.hubsch-interior.com/images/hubsch_aw21_026.jpg,,,,,,,,,,,,,8
661206,"Texture Vases (set of 2)","General,Glass,Sets,Vases","Vases - Glass vases",4,4,China,,"31.01.2022 23:05","To be discontinued",389,389,31.01.2022,No,75,38,34,35,18,31,"0,097","0,024",Yes,"31,00","81,00",5712772102671,Glass,No,Brown,"ø17xh19, ø17xh30cm",2.400,2.640,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/661206.jpg,https://images.hubsch-interior.com/images/661206.jpg,,,,,,,,,,,,,,,,,,,,https://images.hubsch-interior.com/images/hubsch_ss21_052.jpg,,,,,,,,,,,,,"17, 17"
661207,"Leo Cylinder Vases (set of 2)","General,Glass,Sets,Vases","Vases - Glass vases",3,1,China,,"31.01.2022 23:05","To be discontinued",100,400,31.01.2022,No,40,22,40,40,22,40,"0,035","0,035",Yes,"53,00","140,00",5712772102701,Glass,No,"Blue,Burgundy","ø18xh28, ø20xh37cm",5.000,6.000,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/661207.jpg,https://images.hubsch-interior.com/images/661207.jpg,,,,,,,,,,,,,,,,,,,,https://images.hubsch-interior.com/images/hubsch_aw21_159.jpg,https://images.hubsch-interior.com/images/hubsch_aw20_170.jpg,https://images.hubsch-interior.com/images/hubsch_aw21_074.jpg,,,,,,,,,,,"18, 20"
