"Item number","Product name (English)",Category,"Web category",Colli,box,"Country of origin","Related products","Last updated",Status,Inventory,"Inventory incl. future deliveries","Date available","Must be assembled","Master box length (cm)","Master box width (cm)","Master box height (cm)","Product box length (cm)","Product box width (cm)","Product box height (cm)",CBM,"CBM - Product","Suitable for package shipment","Wholesale price (EUR)","Retail price (EUR)",EAN,Materials,FSC,Colour,Size,"Net weight (g)","Gross weight (g)","Wattage (W)",Socket,"CE approved","CCC approved","Longevity (hrs)",Kelvin,"Cable length (cm)",Dimmable,"Incl. Bulb",Battery,"Image URL",Packshots01,Packshots02,Packshots03,Packshots04,Packshots05,Packshots06,Packshots07,Packshots08,Packshots09,Packshots10,Close-ups01,Close-ups02,Close-ups03,Close-ups04,Close-ups05,Close-ups06,Close-ups07,Close-ups08,Close-ups09,Close-ups10,Styleshots01,Styleshots02,Styleshots03,Styleshots04,Styleshots05,Styleshots06,Styleshots07,Styleshots08,Styleshots09,Styleshots10,"Plug type",Connection,"Link - CE certificate",Diameter
011201,"Arch Dining Chair Black","General,Chairs,Furniture,Wood","Seating - Dining chairs",4,4,China,"011202,011203,020504","31.01.2022 23:05","To be discontinued",196,196,31.01.2022,Yes,82,52,52,82,52,52,"0,222","0,055",Yes,"120,00","290,00",5712772100639,"Ash wood,Iron",Yes,Black,"42x46xh81cm ",6.000,7.000,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/011201.jpg,https://images.hubsch-interior.com/images/011201.jpg,,,,,,,,,,,,,,,,,,,,https://images.hubsch-interior.com/images/hubsch_aw22_015.jpg,https://images.hubsch-interior.com/images/hubsch_aw20_168.jpg,https://images.hubsch-interior.com/images/hubsch_ss21_012.jpg,https://images.hubsch-interior.com/images/hubsch_aw20_166.jpg,https://images.hubsch-interior.com/images/hubsch_aw21_160.jpg,https://images.hubsch-interior.com/images/hubsch_aw21_068.jpg,https://images.hubsch-interior.com/images/hubsch_aw21_142.jpg,https://images.hubsch-interior.com/images/hubsch_ss21_055.jpg,https://images.hubsch-interior.com/images/hubsch_aw21_074.jpg,https://images.hubsch-interior.com/images/hubsch_aw22_155.jpg,,,,0
020601,"Norm Planter Black",General,"Pottery & Watering cans - Planters",2,1,China,"020602,880824","31.01.2022 23:05",Active,491,491,31.01.2022,Yes,73,28,31,73,28,31,"0,063","0,063",Yes,"120,00","290,00",5712772064528,Iron,No,Black,70x28xh76cm,9.000,10.000,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/020601.jpg,https://images.hubsch-interior.com/images/020601.jpg,,,,,,,,,,,,,,,,,,,,https://images.hubsch-interior.com/images/hubsch_ss19_386.jpg,,,,,,,,,,,,,0
020602,"Norm Planter Grey",General,"Pottery & Watering cans - Planters",2,1,China,020601,"31.01.2022 23:05","To be discontinued",75,75,31.01.2022,Yes,73,28,31,73,28,31,"0,063","0,063",Yes,"120,00","290,00",5712772064511,Iron,No,Grey,70x28xh76cm,10.000,11.000,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/020602.jpg,https://images.hubsch-interior.com/images/020602.jpg,,,,,,,,,,,,,,,,,,,,https://images.hubsch-interior.com/images/hubsch_ss19_390.jpg,,,,,,,,,,,,,0
020605,"Eyrie Console Table Small Black","Furniture,General,Tables","Tables - Console tables",2,1,China,"020604,020606,020607,020806","31.01.2022 23:05",Active,274,283,31.01.2022,Yes,90,31,21,90,31,21,"0,059","0,059",Yes,"110,00","260,00",5712772064467,Iron,No,Black,40x30xh93cm,7.100,8.300,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/020605.jpg,https://images.hubsch-interior.com/images/020605.jpg,,,,,,,,,,,,,,,,,,,,https://images.hubsch-interior.com/images/hubsch_ss19_484.jpg,,,,,,,,,,,,,0
020607,"Eyrie Console Table Large Black","General,Furniture,Tables","Tables - Console tables",2,1,China,"020603,020604,020605,020606","31.01.2022 23:05",Active,64,264,31.01.2022,Yes,101,31,25,101,31,25,"0,078","0,078",Yes,"150,00","360,00",5712772064450,Iron,No,Black,100x30xh93cm,13.070,14.300,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/020607.jpg,https://images.hubsch-interior.com/images/020607.jpg,,,,,,,,,,,,,,,,,,,,https://images.hubsch-interior.com/images/hubsch_ss19_422.jpg,https://images.hubsch-interior.com/images/hubsch_ss19_341.jpg,,,,,,,,,,,,0
020608,"Edge Cabinet Double","General,Furniture","Shelf units & storage - Display cabinets",1,1,China,"020609,020801","31.01.2022 23:05",Active,340,340,31.01.2022,Yes,128,105,15,128,105,15,"0,202","0,202",Yes,"445,00","979,00",5712772064399,Iron,No,Black,100x45xh150cm,40.500,44.500,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/020608.jpg,https://images.hubsch-interior.com/images/020608.jpg,,,,,,,,,,,,,,,,,,,,https://images.hubsch-interior.com/images/hubsch_ss19_325.jpg,https://images.hubsch-interior.com/images/hubsch_ss19_417.jpg,,,,,,,,,,,,0
020609,"Edge Cabinet Single","Furniture,General","Shelf units & storage - Display cabinets",1,1,China,"020608,020801","31.01.2022 23:05",Active,162,162,31.01.2022,Yes,128,54,18,128,54,18,"0,124","0,124",Yes,"265,00","640,00",5712772064405,Iron,No,Black,50x45xh150cm,23.800,27.300,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/020609.jpg,https://images.hubsch-interior.com/images/020609.jpg,,,,,,,,,,,,,,,,,,,,https://images.hubsch-interior.com/images/hubsch_ss19_450.jpg,,,,,,,,,,,,,0
020612,"Pond Table White","General,Furniture,Tables","Tables - Coffee tables",2,1,China,"670207,670320,670321,930402,930404","31.01.2022 23:05",Active,0,321,20.02.2022,Yes,90,85,12,90,85,12,"0,092","0,092",Yes,"205,00","490,00",5712772064436,Iron,No,"Brass,White",ø80xh45cm,12.150,13.150,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/020612.jpg,https://images.hubsch-interior.com/images/020612.jpg,,,,,,,,,,,,,,,,,,,,https://images.hubsch-interior.com/images/hubsch_ss19_499.jpg,,,,,,,,,,,,,80
020621,"Norm Shelf Single Small Ash/Black","General,Wood","Shelf units & storage - Shelf units,Tables - Console tables",2,1,China,"020701,880905,930403","31.01.2022 23:05","To be discontinued",1,1,31.01.2022,Yes,124,44,12,124,44,12,"0,065","0,065",Yes,"120,00","290,00",5712772064481,"Ash wood",No,Black,120x40xh90cm,15.750,17.650,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/020621.jpg,,,,,,,,,,,,,,,,,,,,,https://images.hubsch-interior.com/images/hubsch_ss19_430.jpg,,,,,,,,,,,,,0
020621F,"Norm Shelf Single Small","General,Wood","Shelf units & storage - Shelf units",2,1,China,"020701, 880905, 930403","31.01.2022 23:05",Active,0,281,21.02.2022,Yes,124,44,12,124,44,12,"0,065","0,065",Yes,"135,00","320,00",5712772118030,"Ash wood",Yes,Black,120x40xh90cm,15.000,16.000,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/020621F.jpg,https://images.hubsch-interior.com/images/020621F.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
020702F,"Norm Bench","General,Furniture,Wood","Seating - Benches",2,1,China,"020907,100703,880609,880708,880726","31.01.2022 23:05",Active,540,540,31.01.2022,Yes,186,51,13,186,51,13,"0,123","0,123",Yes,"235,00","560,00",5712772110386,"Cotton (5%),Eucalyptus Wood,Iron,Nylon (5%),Polyester (90%)",Yes,Black,180x45xh49cm,18.850,21.920,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/020702F.jpg,https://images.hubsch-interior.com/images/020702F.jpg,,,,,,,,,,https://images.hubsch-interior.com/images/020702F_ps_02.jpg,https://images.hubsch-interior.com/images/020702F_ps_01.jpg,,,,,,,,,https://images.hubsch-interior.com/images/hubsch_ss21_068.jpg,https://images.hubsch-interior.com/images/hubsch_aw20_156.jpg,,,,,,,,,,,,0
020703,"Norm Shelf Unit Cylinder","General,Shelf units","Pottery & Watering cans - Planters,Shelf units & storage - Shelf units",2,1,China,,"31.01.2022 23:05",Active,0,475,19.06.2022,Yes,152,47,7,152,47,7,"0,050","0,050",Yes,"80,00","190,00",5712772066232,Iron,No,Black,ø44xh152cm,15.000,17.410,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/020703.jpg,https://images.hubsch-interior.com/images/020703.jpg,,,,,,,,,,,,,,,,,,,,https://images.hubsch-interior.com/images/hubsch_aw20_142.jpg,,,,,,,,,,,,,44
020704F,"Norm Dresser","Furniture,General,Wood","Shelf units & storage - Dressers & Sideboards",2,1,China,"20901,88073","31.01.2022 23:05",Active,369,669,31.01.2022,Yes,108,43,53,108,43,53,"0,246","0,246",Yes,"295,00","710,00",5712772104897,"Ash wood",Yes,"Black,Brass",100x35xh90cm,28.600,30.000,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/020704F.jpg,https://images.hubsch-interior.com/images/020704F.jpg,,,,,,,,,,https://images.hubsch-interior.com/images/020704F_ps_02.jpg,https://images.hubsch-interior.com/images/020704F_ps_01.jpg,https://images.hubsch-interior.com/images/020704F_ps_03.jpg,,,,,,,,,,,,,,,,,,,,,0
020705,"Enjoy Trolley","General,Furniture","Tables - Console tables,Tables - Side tables",2,1,China,"020401,020904","31.01.2022 23:05","To be discontinued",284,288,31.01.2022,Yes,68,40,73,68,40,73,"0,199","0,199",Yes,"105,00","250,00",5712772066256,Iron,No,Black,62x34xh79cm,9.850,11.350,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/020705.jpg,https://images.hubsch-interior.com/images/020705.jpg,,,,,,,,,,https://images.hubsch-interior.com/images/020705_ps_01.jpg,,,,,,,,,,,,,,,,,,,,,,,0
020707,"Table w/pot, black, metal","Furniture,General,Tables","Pottery & Watering cans - Plant Pots,Tables - Side tables",2,1,China,020504,"31.01.2022 23:05","To be discontinued",1,1,31.01.2022,No,105,31,51,105,31,51,"0,166","0,166",Yes,"105,00","250,00",5712772066270,Iron,No,Black,100x42xh41cm,5.000,5.500,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/020707.jpg,https://images.hubsch-interior.com/images/020707.jpg,,,,,,,,,,https://images.hubsch-interior.com/images/020707_ps_01.jpg,https://images.hubsch-interior.com/images/020707_ps_02.jpg,,,,,,,,,,,,,,,,,,,,,,0
020708,"Edge Magazine Holder",General,"Storage - Magazine holders",2,1,China,"020706,020918","31.01.2022 23:05","To be discontinued",26,26,31.01.2022,No,38,23,53,38,23,53,"0,046","0,046",Yes,"50,00","130,00",5712772066287,Iron,No,Black,21x37xh51cm,2.160,3.160,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/020708.jpg,https://images.hubsch-interior.com/images/020708.jpg,,,,,,,,,,,,,,,,,,,,https://images.hubsch-interior.com/images/hubsch_ss19_279.jpg,,,,,,,,,,,,,0
020804F,"Norm Shelf Single Large","General,Furniture,Shelf units,Wood","Shelf units & storage - Shelf units",2,1,China,930401,"31.01.2022 23:05",Active,219,219,31.01.2022,Yes,155,45,16,155,45,16,"0,112","0,112",Yes,"265,00","640,00",5712772110775,"Ash wood",Yes,Black,100x39xh150cm,26.000,28.800,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/020804F.jpg,https://images.hubsch-interior.com/images/020804F.jpg,,,,,,,,,,,,,,,,,,,,https://images.hubsch-interior.com/images/hubsch_aw20_141.jpg,https://images.hubsch-interior.com/images/hubsch_aw20_130.jpg,https://images.hubsch-interior.com/images/hubsch_ss19_278.jpg,https://images.hubsch-interior.com/images/hubsch_aw20_192.jpg,,,,,,,,,,0
020805,"Table, metal/marble/glass, black","Furniture,General,Tables","Tables - Coffee tables,Tables - Side tables",2,1,China,"020908,020917,930802","31.01.2022 23:05","To be discontinued",113,113,31.01.2022,Yes,74,74,16,74,74,16,"0,088","0,088",Yes,"135,00","320,00",5712772069646,"Glass,Iron,Marble",No,Black,ø65xh45cm,6.840,9.400,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/020805.jpg,https://images.hubsch-interior.com/images/020805.jpg,,,,,,,,,,,,,,,,,,,,https://images.hubsch-interior.com/images/hubsch_ss19_266.jpg,,,,,,,,,,,,,65
020806,"Niche Console Table","Furniture,General,Tables","Tables - Console tables",2,1,China,020605,"31.01.2022 23:05",Active,49,49,31.01.2022,Yes,44,34,7,44,34,7,"0,010","0,010",Yes,"74,00","190,00",5712772069653,"Glass,Iron,Marble",No,Black,43x33xh90cm,9.000,11.000,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/020806.jpg,https://images.hubsch-interior.com/images/020806.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
020901F,"Edge Sideboard","General,Furniture,Wood","Shelf units & storage - Dressers & Sideboards",2,1,China,"20704,02092","31.01.2022 23:05","To be discontinued",0,165,19.06.2022,Yes,123,44,35,123,44,35,"0,189","0,189",Yes,"235,00","560,00",5712772110591,"Ash wood,Eucalyptus Wood,Iron",Yes,Black,120x35xh50cm,15.100,18.530,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/020901F.jpg,https://images.hubsch-interior.com/images/020901F.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
020904,"Reflect Trolley","General,Furniture","Tables - Console tables,Tables - Side tables",2,1,China,"020401,020705","31.01.2022 23:05","To be discontinued",64,64,31.01.2022,Yes,74,40,76,74,40,76,"0,225","0,225",Yes,"93,00","220,00",5712772070147,Iron,No,"Grey,Sand",71x37xh86cm,14.000,14.500,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/020904.jpg,https://images.hubsch-interior.com/images/020904.jpg,,,,,,,,,,,,,,,,,,,,https://images.hubsch-interior.com/images/hubsch_aw19_92.jpg,,,,,,,,,,,,,0
020905,"Form Wall Shelf","General,Furniture","Shelf units & storage - Shelves",2,2,China,020913,"31.01.2022 23:05","To be discontinued",71,71,31.01.2022,Yes,112,52,47,111,26,46,"0,274","0,137",Yes,"88,00","210,00",5712772070154,"Glass,Iron",No,"Frosted,Grey,White",41x16xh106cm,9.000,10.050,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/020905.jpg,https://images.hubsch-interior.com/images/020905.jpg,,,,,,,,,,,,,,,,,,,,https://images.hubsch-interior.com/images/hubsch_aw19_93.jpg,,,,,,,,,,,,,0
020906,"Grid Shelf Red","General,Furniture","Shelf units & storage - Shelves",2,2,China,,"31.01.2022 23:05","To be discontinued",62,62,31.01.2022,No,62,42,34,61,41,16,"0,089","0,044",Yes,"72,00","190,00",5712772070161,Iron,No,Red,40x15xh61cm,10.150,11.230,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/020906.jpg,https://images.hubsch-interior.com/images/020906.jpg,,,,,,,,,,,,,,,,,,,,https://images.hubsch-interior.com/images/hubsch_aw19_100.jpg,,,,,,,,,,,,,0
020907F,"Ash Bench","Furniture,General,Wood","Seating - Benches",2,1,China,20702,"31.01.2022 23:05","To be discontinued",475,475,31.01.2022,Yes,113,42,12,113,42,12,"0,057","0,057",Yes,"135,00","320,00",5712772110867,"Ash wood,Iron",Yes,Black,110x46x39cm,10.730,13.000,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/020907F.jpg,https://images.hubsch-interior.com/images/020907F.jpg,,,,,,,,,,,,,,,,,,,,https://images.hubsch-interior.com/images/hubsch_aw19_94.jpg,,,,,,,,,,,,,0
020908F,"Ash Side Table","Furniture,General,Tables,Wood","Tables - Side tables,Seating - Stools",2,1,China,"20805,02092","31.01.2022 23:05","To be discontinued",53,53,31.01.2022,Yes,53,52,13,53,52,13,"0,036","0,036",Yes,"68,00","180,00",5712772110744,"Ash wood",Yes,Black,ø45xh46cm,4.600,6.000,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/020908F.jpg,https://images.hubsch-interior.com/images/020908F.jpg,,,,,,,,,,,,,,,,,,,,https://images.hubsch-interior.com/images/hubsch_aw19_75.jpg,,,,,,,,,,,,,45
020909F,"Norm Desk","Furniture,General,Tables,Wood","Tables - Desks",2,1,China,880704,"31.01.2022 23:05",Active,111,111,31.01.2022,Yes,166,90,16,166,90,16,"0,239","0,239",Yes,"190,00","460,00",5712772111314,"Ash wood,Iron",Yes,Black,"160x83xh74cm ",32.750,33.750,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/020909F.jpg,https://images.hubsch-interior.com/images/020909F.jpg,,,,,,,,,,,,,,,,,,,,https://images.hubsch-interior.com/images/hubsch_ss21_069.jpg,https://images.hubsch-interior.com/images/hubsch_aw21_068.jpg,https://images.hubsch-interior.com/images/hubsch_aw21_139.jpg,https://images.hubsch-interior.com/images/hubsch_aw20_149.jpg,https://images.hubsch-interior.com/images/hubsch_aw19_84.jpg,https://images.hubsch-interior.com/images/hubsch_ss20_96.jpg,,,,,,,,0
020910,"Apply Rack W122","General,Furniture","Wardrobe - Racks,Shelf units & storage - Drying & Clothes Racks",2,1,China,,"31.01.2022 23:05",Active,10,210,31.01.2022,Yes,121,56,17,121,56,17,"0,115","0,115",Yes,"135,00","320,00",5712772071649,Iron,No,Black,122x59xh154cm,10.800,13.650,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/020910.jpg,https://images.hubsch-interior.com/images/020910.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
020911F,"Norm Dining Table","General,Furniture,Tables,Wood","Tables - Dining tables",2,1,China,880827,"31.01.2022 23:05","To be discontinued",40,40,31.01.2022,Yes,204,125,6,204,125,6,"0,153","0,153",Yes,"235,00","560,00",5712772110805,"Ash wood",Yes,Black,195x100xh75cm,54.000,60.000,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/020911F.jpg,https://images.hubsch-interior.com/images/020911F.jpg,,,,,,,,,,,,,,,,,,,,https://images.hubsch-interior.com/images/hubsch_ss21_012.jpg,https://images.hubsch-interior.com/images/hubsch_ss21_013.jpg,https://images.hubsch-interior.com/images/hubsch_aw19_94.jpg,,,,,,,,,,,0
020912,"Keep Wall Rack","General,Furniture,Shelf units,Racks","Hooks & coat racks - Coat racks,Shelf units & storage - Drying & Clothes Racks",2,2,China,"210501,940620","31.01.2022 23:05",Active,13,213,31.01.2022,No,67,37,45,65,18,44,"0,112","0,056",Yes,"53,00","140,00",5712772071687,Steel,No,Black,62x41x16cm,3.000,4.800,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/020912.jpg,https://images.hubsch-interior.com/images/020912.jpg,,,,,,,,,,,,,,,,,,,,https://images.hubsch-interior.com/images/hubsch_aw19_99.jpg,https://images.hubsch-interior.com/images/hubsch_aw19_88.jpg,,,,,,,,,,,,0
020913,"Kagami Wall Mirror","General,Furniture","Shelf units & storage - Shelves",2,2,China,020905,"31.01.2022 23:05","To be discontinued",35,35,31.01.2022,Yes,45,33,60,43,15,58,"0,089","0,045",Yes,"56,00","150,00",5712772071663,Iron,No,"Grey,Sand,White",41x13xh56cm,2.000,2.200,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/020913.jpg,https://images.hubsch-interior.com/images/020913.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
020914,"Niche Side Table Round","Furniture,General,Tables","Tables - Side tables,Tables - Bedside tables",2,2,China,020917,"31.01.2022 23:05","To be discontinued",53,53,31.01.2022,No,102,53,54,50,51,52,"0,292","0,146",Yes,"59,00","150,00",5712772071670,Iron,No,Rose,ø44xh44cm,9.550,10.550,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/020914.jpg,https://images.hubsch-interior.com/images/020914.jpg,,,,,,,,,,,,,,,,,,,,https://images.hubsch-interior.com/images/hubsch_aw19_81.jpg,https://images.hubsch-interior.com/images/hubsch_aw19_76.jpg,,,,,,,,,,,,44
020918,"Carry Magazine Holder",General,"Storage - Magazine holders",2,2,China,020708,"31.01.2022 23:05","To be discontinued",78,78,31.01.2022,No,48,57,50,47,27,48,"0,137","0,068",Yes,"56,00","150,00",5712772071724,Iron,No,"Black,Sand",45x25xh46cm,5.500,6.050,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/020918.jpg,https://images.hubsch-interior.com/images/020918.jpg,,,,,,,,,,,,,,,,,,,,https://images.hubsch-interior.com/images/hubsch_aw19_106.jpg,https://images.hubsch-interior.com/images/hubsch_aw19_72.jpg,,,,,,,,,,,,0
020944,"Trolley, glass/metal, grey",General,"Tables - Console tables,Tables - Side tables",2,1,China,,"31.01.2022 23:05","To be discontinued",25,25,31.01.2022,No,74,40,77,74,40,77,"0,228","0,228",Yes,"93,00","220,00",5712772071816,"Glass,Iron",No,Grey,71x37xh86cm,14.000,15.000,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/020944.jpg,https://images.hubsch-interior.com/images/020944.jpg,,,,,,,,,,,,,,,,,,,,https://images.hubsch-interior.com/images/hubsch_ss20_150.jpg,,,,,,,,,,,,,0
021101,"Carry Wall Mirror",General,"Mirrors - Wall mirrors",2,1,China,,"31.01.2022 23:05","To be discontinued",78,78,31.01.2022,No,110,55,23,110,55,23,"0,139","0,139",Yes,"99,00","240,00",5712772072219,Iron,No,Black,46x21xh102cm,9.000,10.500,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/021101.jpg,https://images.hubsch-interior.com/images/021101.jpg,,,,,,,,,,,,,,,,,,,,https://images.hubsch-interior.com/images/hubsch_aw21_128.jpg,https://images.hubsch-interior.com/images/hubsch_ss20_175.jpg,https://images.hubsch-interior.com/images/hubsch_aw21_055.jpg,https://images.hubsch-interior.com/images/hubsch_aw20_171.jpg,,,,,,,,,,0
021102,"Carry Bench","General,Textiles,Furniture,Fabric furniture","Seating - Benches",2,1,China,,"31.01.2022 23:05","To be discontinued",93,93,31.01.2022,Yes,88,76,15,88,76,15,"0,100","0,100",Yes,"140,00","340,00",5712772072226,"Cotton (5%),Eucalyptus Wood,Iron,Nylon (5%),Polyester (90%)",No,Black,71x42xh81cm,11.380,13.400,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/021102.jpg,https://images.hubsch-interior.com/images/021102.jpg,,,,,,,,,,,,,,,,,,,,https://images.hubsch-interior.com/images/hubsch_ss20_143.jpg,,,,,,,,,,,,,0
021103,"Divide Shelf Unit Burgundy","Furniture,General,Shelf units,Wood","Shelf units & storage - Shelf units",2,1,China,,"31.01.2022 23:05","To be discontinued",57,57,31.01.2022,Yes,106,45,42,106,45,42,"0,200","0,200",Yes,"415,00","909,00",5712772072233,"Ash wood,Iron",No,Burgundy,103x39xh162cm,40.000,42.000,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/021103.jpg,https://images.hubsch-interior.com/images/021103.jpg,,,,,,,,,,,,,,,,,,,,https://images.hubsch-interior.com/images/hubsch_aw20_166.jpg,https://images.hubsch-interior.com/images/hubsch_ss20_125.jpg,https://images.hubsch-interior.com/images/hubsch_ss20_161.jpg,,,,,,,,,,,0
021104F,"Norm Side Table","Furniture,General,Tables,Wood","Tables - Side tables,Shelf units & storage - Dressers & Sideboards,Tables - Bedside tables",2,1,China,,"31.01.2022 23:05",Active,45,95,31.01.2022,Yes,41,40,47,41,40,47,"0,077","0,077",Yes,"190,00","460,00",5712772104835,"Ash wood,Iron",Yes,Black,39x33xh61cm,14.000,15.000,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/021104F.jpg,https://images.hubsch-interior.com/images/021104F.jpg,,,,,,,,,,,,,,,,,,,,https://images.hubsch-interior.com/images/hubsch_ss20_108.jpg,https://images.hubsch-interior.com/images/hubsch_aw20_155.jpg,,,,,,,,,,,,0
021105F,"Norm Console Table","General,Furniture,Tables,Wood","Tables - Console tables,Shelf units & storage - Dressers & Sideboards",2,1,China,,"31.01.2022 23:05","To be discontinued",0,25,22.04.2022,Yes,107,42,60,107,42,60,"0,270","0,270",Yes,"400,00","879,00",5712772104866,"Ash wood,Eucalyptus Wood,Iron",Yes,Black,103x35xh90m,30.000,32.000,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/021105F.jpg,https://images.hubsch-interior.com/images/021105F.jpg,,,,,,,,,,,,,,,,,,,,https://images.hubsch-interior.com/images/hubsch_aw20_189.jpg,https://images.hubsch-interior.com/images/hubsch_ss20_156.jpg,https://images.hubsch-interior.com/images/hubsch_ss20_132.jpg,,,,,,,,,,,0
021106,"Pouf, chrome/blue","General,Furniture","Seating - Poufs",2,1,China,,"31.01.2022 23:05","To be discontinued",17,17,31.01.2022,Yes,70,55,41,70,55,41,"0,158","0,158",Yes,"105,00","250,00",5712772072264,"Polyester (100%)",No,Blue,67x49xh37cm,7.170,7.410,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/021106.jpg,https://images.hubsch-interior.com/images/021106.jpg,,,,,,,,,,,,,,,,,,,,https://images.hubsch-interior.com/images/hubsch_ss20_133.jpg,https://images.hubsch-interior.com/images/hubsch_ss20_111.jpg,https://images.hubsch-interior.com/images/hubsch_aw20_191.jpg,,,,,,,,,,,0
021107,"Sen Table","Furniture,General,Tables","Tables - Coffee tables,Tables - Side tables",2,1,China,,"31.01.2022 23:05","To be discontinued",73,74,31.01.2022,Yes,62,62,12,62,62,12,"0,046","0,046",Yes,"140,00","340,00",5712772072271,"Glass,Iron",No,Black,ø57xh42cm,15.000,16.000,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/021107.jpg,https://images.hubsch-interior.com/images/021107.jpg,,,,,,,,,,,,,,,,,,,,https://images.hubsch-interior.com/images/hubsch_aw20_145.jpg,https://images.hubsch-interior.com/images/hubsch_aw20_139.jpg,https://images.hubsch-interior.com/images/hubsch_aw20_140.jpg,,,,,,,,,,,57
021108,"Align Wall Rack","General,Shelf units,Racks","Hooks & coat racks - Coat racks,Shelf units & storage - Shelves",6,1,China,,"31.01.2022 23:05","To be discontinued",97,97,31.01.2022,No,66,34,31,66,34,31,"0,070","0,070",Yes,"35,50","92,00",5712772072349,Steel,No,"Brushed nickel",61x29xh26cm,2.160,2.800,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/021108.jpg,https://images.hubsch-interior.com/images/021108.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
021109,"Stack Box","General,Wood","Shelf units & storage - Dressers & Sideboards,Storage - Boxes",2,1,China,,"31.01.2022 23:05","To be discontinued",11,11,31.01.2022,Yes,57,37,40,57,37,40,"0,084","0,084",Yes,"88,00","210,00",5712772072356,Iron,No,Black,50x27xh33cm,11.500,12.600,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/021109.jpg,https://images.hubsch-interior.com/images/021109.jpg,,,,,,,,,,,,,,,,,,,,https://images.hubsch-interior.com/images/hubsch_ss20_100.jpg,https://images.hubsch-interior.com/images/hubsch_ss20_96.jpg,https://images.hubsch-interior.com/images/hubsch_ss20_110.jpg,https://images.hubsch-interior.com/images/hubsch_aw20_152.jpg,,,,,,,,,,0
021111,"Niche Magazine Holder","General,Furniture,Tables","Tables - Side tables,Storage - Magazine holders",2,1,China,,"31.01.2022 23:05","To be discontinued",23,23,31.01.2022,Yes,53,28,43,53,28,43,"0,064","0,064",Yes,"71,00","180,00",5712772072370,"Glass,Iron",No,Black,45x26xh40cm,5.200,6.200,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/021111.jpg,https://images.hubsch-interior.com/images/021111.jpg,,,,,,,,,,,,,,,,,,,,https://images.hubsch-interior.com/images/hubsch_ss20_125.jpg,,,,,,,,,,,,,0
